source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
201216_DQ_306_Es_5_Slot1-36_1_5343	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_5_Slot1-36_1_5343	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_5_Slot1-36_1_5343.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_6_Slot1-37_1_5344	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_6_Slot1-37_1_5344	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_6_Slot1-37_1_5344.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_6_Slot2-27_1_5508	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_6_Slot2-27_1_5508	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_6_Slot2-27_1_5508.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_6_Slot2-27_1_5509	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_6_Slot2-27_1_5509	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_6_Slot2-27_1_5509.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_7_Slot1-38_1_5306	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_7_Slot1-38_1_5306	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_7_Slot1-38_1_5306.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_7_Slot1-38_1_5345	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_7_Slot1-38_1_5345	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_7_Slot1-38_1_5345.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_8_Slot1-39_1_5307	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_8_Slot1-39_1_5307	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_8_Slot1-39_1_5307.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_8_Slot1-39_1_5346	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_8_Slot1-39_1_5346	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_8_Slot1-39_1_5346.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_9_Slot1-40_1_5308	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_9_Slot1-40_1_5308	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_9_Slot1-40_1_5308.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_9_Slot1-40_1_5347	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_9_Slot1-40_1_5347	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_9_Slot1-40_1_5347.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
