source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
201216_DQ_306_Es_10_Slot1-41_1_5309	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_10_Slot1-41_1_5309	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_10_Slot1-41_1_5309.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_10_Slot1-41_1_5348	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_10_Slot1-41_1_5348	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_10_Slot1-41_1_5348.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_11_Slot1-42_1_5310	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_11_Slot1-42_1_5310	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_11_Slot1-42_1_5310.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_11_Slot1-42_1_5349	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_11_Slot1-42_1_5349	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_11_Slot1-42_1_5349.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_12_Slot1-43_1_5311	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_12_Slot1-43_1_5311	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_12_Slot1-43_1_5311.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_12_Slot1-43_1_5350	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_12_Slot1-43_1_5350	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_12_Slot1-43_1_5350.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_1_Slot1-32_1_5300	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_1_Slot1-32_1_5300	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_1_Slot1-32_1_5300.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_1_Slot1-32_1_5339	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_1_Slot1-32_1_5339	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_1_Slot1-32_1_5339.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_2_Slot1-33_1_5301	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_2_Slot1-33_1_5301	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_2_Slot1-33_1_5301.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_2_Slot1-33_1_5340	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_2_Slot1-33_1_5340	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_2_Slot1-33_1_5340.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_3_Slot1-34_1_5302	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_3_Slot1-34_1_5302	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_3_Slot1-34_1_5302.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_3_Slot1-34_1_5341	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_3_Slot1-34_1_5341	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_3_Slot1-34_1_5341.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_4_Slot1-35_1_5303	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_4_Slot1-35_1_5303	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_4_Slot1-35_1_5303.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_4_Slot1-35_1_5342	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_4_Slot1-35_1_5342	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_4_Slot1-35_1_5342.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
201216_DQ_306_Es_5_Slot1-36_1_5304	Saccharomyces cerevisiae	primary cell	not available	1	201216_DQ_306_Es_5_Slot1-36_1_5304	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	1	1	201216_DQ_306_Es_5_Slot1-36_1_5304.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	primary cell
