source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Leyuan_Mouse_invitro_A11	Leyuan_Mouse_invitro_A11	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A12	Leyuan_Mouse_invitro_A12	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A13	Leyuan_Mouse_invitro_A13	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A13.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A21	Leyuan_Mouse_invitro_A21	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A21	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A21.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A22	Leyuan_Mouse_invitro_A22	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A22	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A22.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A23	Leyuan_Mouse_invitro_A23	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A23	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A23.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A31_160816092756	Leyuan_Mouse_invitro_A31_160816092756	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A31_160816092756	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A31_160816092756.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A32	Leyuan_Mouse_invitro_A32	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A32	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A32.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A33	Leyuan_Mouse_invitro_A33	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A33	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A33.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A33replicate	Leyuan_Mouse_invitro_A33replicate	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A33replicate	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A33replicate.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A41	Leyuan_Mouse_invitro_A41	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A41	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A41.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A42	Leyuan_Mouse_invitro_A42	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A42	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A42.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A42replicate	Leyuan_Mouse_invitro_A42replicate	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A42replicate	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A42replicate.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A43	Leyuan_Mouse_invitro_A43	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A43	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A43.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A51	Leyuan_Mouse_invitro_A51	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A51	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A51.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Leyuan_Mouse_invitro_A52	Leyuan_Mouse_invitro_A52	Mouse gut metagenome	feces	not applicable	not available	Evaluating_in_vitro_culture_medium_of_mouse_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Leyuan_Mouse_invitro_A52	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	not available	1	1	Leyuan_Mouse_invitro_A52.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
