source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
oviduct_fluid_ctrl_1	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	1	run_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1974_01_131206095536.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_2	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	2	run_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1974_02.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_3	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	3	run_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1974_03.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_4	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	4	run_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1974_04.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_5	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	5	run_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1974_05.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_6	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	6	run_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1974_06.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_7	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	7	run_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1974_07.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_8	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	8	run_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1974_08.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_9	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	9	run_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1999_09.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_10	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	10	run_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1999_10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_11	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	11	run_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1999_11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_12	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	12	run_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1999_12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_13	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	13	run_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1999_13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
oviduct_fluid_ctrl_14	NT=Mus musculus;AC=NCBITaxon:10090	NT=oviduct;AC=UBERON:0000993	not available	normal	oviduct_fluid_ctrl	14	run_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	20131206_HN__AbinazaNathan_InGel_1999_14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	oviduct_fluid_ctrl
