source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_PKDkd-DMSO_1	Mus musculus	Adipocyte cell line	not available	not available	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_PKDkd-DMSO_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_PKDkd-DMSO_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Adipocyte cell line
20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_PKDkd-PMA_4	Mus musculus	Adipocyte cell line	not available	not available	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_PKDkd-PMA_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_PKDkd-PMA_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Adipocyte cell line
20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_PKDkd-PMA_1	Mus musculus	Adipocyte cell line	not available	not available	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_PKDkd-PMA_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_PKDkd-PMA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Adipocyte cell line
20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-PMA_4	Mus musculus	Adipocyte cell line	not available	not available	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-PMA_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-PMA_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Adipocyte cell line
20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-DMSO_3	Mus musculus	Adipocyte cell line	not available	not available	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-DMSO_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-DMSO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Adipocyte cell line
20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-DMSO_4	Mus musculus	Adipocyte cell line	not available	not available	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-DMSO_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-DMSO_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Adipocyte cell line
20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-PMA_2	Mus musculus	Adipocyte cell line	not available	not available	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-PMA_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-PMA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Adipocyte cell line
20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-PMA_1	Mus musculus	Adipocyte cell line	not available	not available	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-PMA_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-PMA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Adipocyte cell line
20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_PKDkd-DMSO_4	Mus musculus	Adipocyte cell line	not available	not available	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_PKDkd-DMSO_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_PKDkd-DMSO_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Adipocyte cell line
20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-DMSO_1	Mus musculus	Adipocyte cell line	not available	not available	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-DMSO_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20221021_EXP1_SeHu_EasyPhos_MCR_3T3-L1_Scrmbl-DMSO_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Adipocyte cell line
