source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample_3-3	Escherichia coli	not available	not available	3	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	1	20230911_MS-MSMS_S_3-3.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample_3-1	Escherichia coli	not available	not available	3	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	2	20230911_MS-MSMS_S_3-1.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample_3-2	Escherichia coli	not available	not available	3	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	3	20230911_MS-MSMS_S_3-2.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample_5-3	Escherichia coli	not available	not available	5	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	1	20230911_MS-MSMS_S_5-3.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample_5-1	Escherichia coli	not available	not available	5	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	2	20230911_MS-MSMS_S_5-1.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample_5-2	Escherichia coli	not available	not available	5	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	3	20230911_MS-MSMS_S_5-2.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample_2-2	Escherichia coli	not available	not available	2	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	2	20230911_MS-MSMS_S_2-2.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample_2-1	Escherichia coli	not available	not available	2	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	1	20230911_MS-MSMS_S_2-1.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample_2-3	Escherichia coli	not available	not available	2	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	3	20230911_MS-MSMS_S_2-3.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample_1	Escherichia coli	not available	not available	1	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	1	20230911_MS-MSMS_S_1.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample_4-2	Escherichia coli	not available	not available	4	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	2	20230911_MS-MSMS_S_4-2.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample_4-1	Escherichia coli	not available	not available	4	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	1	20230911_MS-MSMS_S_4-1.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample_4-3	Escherichia coli	not available	not available	4	not available	ExPEC OmpT LL-37 Cleavage LC-MS	proteomic profiling by mass spectrometry	3	20230911_MS-MSMS_S_4-3.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
