source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[material type]	characteristics[sample type]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[treatment]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
U2OS_VPS37A_KO_APEX2	Homo sapiens	bone tissue	osteoblast	osteosarcoma	U-2 OS	CVCL_0042	U2OS	cell line	study sample	15Y	female	not available	15-year-old stage	FLAG-APEX2 control	1	AP1_Slot1-37_1_2332.d	proteomic profiling by mass spectrometry	NT=timsTOF fleX;AC=MS:1003124	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	20 ppm	1	1	AP1_Slot1-37_1_2332.d.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	FLAG-APEX2 control
U2OS_VPS37A_KO_APEX2	Homo sapiens	bone tissue	osteoblast	osteosarcoma	U-2 OS	CVCL_0042	U2OS	cell line	study sample	15Y	female	not available	15-year-old stage	FLAG-APEX2 control	2	AP2_Slot1-40_1_2335.d	proteomic profiling by mass spectrometry	NT=timsTOF fleX;AC=MS:1003124	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	20 ppm	1	1	AP2_Slot1-40_1_2335.d.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	FLAG-APEX2 control
U2OS_VPS37A_KO_APEX2	Homo sapiens	bone tissue	osteoblast	osteosarcoma	U-2 OS	CVCL_0042	U2OS	cell line	study sample	15Y	female	not available	15-year-old stage	FLAG-APEX2 control	3	AP3_Slot1-43_1_2338.d	proteomic profiling by mass spectrometry	NT=timsTOF fleX;AC=MS:1003124	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	20 ppm	1	1	AP3_Slot1-43_1_2338.d.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	FLAG-APEX2 control
U2OS_VPS37A_KO_APEX2_LC3B	Homo sapiens	bone tissue	osteoblast	osteosarcoma	U-2 OS	CVCL_0042	U2OS	cell line	study sample	15Y	female	not available	15-year-old stage	FLAG-APEX2-LC3B	1	WT1_Slot1-39_1_2334.d	proteomic profiling by mass spectrometry	NT=timsTOF fleX;AC=MS:1003124	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	20 ppm	1	1	WT1_Slot1-39_1_2334.d.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	FLAG-APEX2-LC3B
U2OS_VPS37A_KO_APEX2_LC3B	Homo sapiens	bone tissue	osteoblast	osteosarcoma	U-2 OS	CVCL_0042	U2OS	cell line	study sample	15Y	female	not available	15-year-old stage	FLAG-APEX2-LC3B	2	WT2_Slot1-42_1_2337.d	proteomic profiling by mass spectrometry	NT=timsTOF fleX;AC=MS:1003124	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	20 ppm	1	1	WT2_Slot1-42_1_2337.d.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	FLAG-APEX2-LC3B
U2OS_VPS37A_KO_APEX2_LC3B	Homo sapiens	bone tissue	osteoblast	osteosarcoma	U-2 OS	CVCL_0042	U2OS	cell line	study sample	15Y	female	not available	15-year-old stage	FLAG-APEX2-LC3B	3	WT3_Slot1-45_1_2340.d	proteomic profiling by mass spectrometry	NT=timsTOF fleX;AC=MS:1003124	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	20 ppm	20 ppm	1	1	WT3_Slot1-45_1_2340.d.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	FLAG-APEX2-LC3B
