source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
270AndreaHanson_060415_20.pkl	270AndreaHanson_060415_20.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	270AndreaHanson_060415_20.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	270AndreaHanson_060415_20.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
2AndreaHanson_040215_2.pkl	2AndreaHanson_040215_2.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	2AndreaHanson_040215_2.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	2AndreaHanson_040215_2.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
325AndreaHanson_060415_23.pkl	325AndreaHanson_060415_23.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	325AndreaHanson_060415_23.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	325AndreaHanson_060415_23.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
327AndreaHanson_061815_61.pkl	327AndreaHanson_061815_61.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	327AndreaHanson_061815_61.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	327AndreaHanson_061815_61.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
3AndreaHanson_040215_3.pkl	3AndreaHanson_040215_3.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	3AndreaHanson_040215_3.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	3AndreaHanson_040215_3.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
4193AndreaHanson_061815_68.pkl	4193AndreaHanson_061815_68.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	4193AndreaHanson_061815_68.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	4193AndreaHanson_061815_68.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
449AndreaHanson_061115_28.pkl	449AndreaHanson_061115_28.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	449AndreaHanson_061115_28.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	449AndreaHanson_061115_28.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
469AndreaHanson_060415_30.pkl	469AndreaHanson_060415_30.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	469AndreaHanson_060415_30.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	469AndreaHanson_060415_30.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
4960AndreaHanson_061515_50.pkl	4960AndreaHanson_061515_50.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	4960AndreaHanson_061515_50.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	4960AndreaHanson_061515_50.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
541AndreaHanson_060415_32.pkl	541AndreaHanson_060415_32.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	541AndreaHanson_060415_32.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	541AndreaHanson_060415_32.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
552AndreaHanson_060415_34.pkl	552AndreaHanson_060415_34.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	552AndreaHanson_060415_34.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	552AndreaHanson_060415_34.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
568AndreaHanson_061815_58.pkl	568AndreaHanson_061815_58.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	568AndreaHanson_061815_58.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	568AndreaHanson_061815_58.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
5837AndreaHanson_062015_51.pkl	5837AndreaHanson_062015_51.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	5837AndreaHanson_062015_51.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	5837AndreaHanson_062015_51.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
636AndreaHanson_063015_40.pkl	636AndreaHanson_063015_40.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	636AndreaHanson_063015_40.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	636AndreaHanson_063015_40.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
6395AndreaHanson_061515_52.pkl	6395AndreaHanson_061515_52.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	6395AndreaHanson_061515_52.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	6395AndreaHanson_061515_52.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
69AndreaHanson_060415_6.pkl	69AndreaHanson_060415_6.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	69AndreaHanson_060415_6.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	69AndreaHanson_060415_6.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
6AndreaHanson_040215_6.pkl	6AndreaHanson_040215_6.pkl	freshwater metagenome	Prokaryotic cell	not applicable	not available	Proteomic_investigation_of_a_mixed_microbial_culture_synthesizing_polyhydroxyalkanoates_from_fermented_dairy_manure_under_aerobic_feast-famine_conditions	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	6AndreaHanson_040215_6.pkl	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	6AndreaHanson_040215_6.pkl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Prokaryotic cell
