source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Ecoli_1	Escherichia coli	cell extract	not available	1	not available	Ecoli_1_proteomics	proteomic profiling by mass spectrometry	1	221026_IAM_10hr_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_2	Escherichia coli	cell extract	not available	1	not available	Ecoli_2_proteomics	proteomic profiling by mass spectrometry	2	221026_IAM_2hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_3	Escherichia coli	cell extract	not available	1	not available	Ecoli_3_proteomics	proteomic profiling by mass spectrometry	3	221026_IAM_2hr_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_4	Escherichia coli	cell extract	not available	1	not available	Ecoli_4_proteomics	proteomic profiling by mass spectrometry	4	221026_IAM_10hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_5	Escherichia coli	cell extract	not available	1	not available	Ecoli_5_proteomics	proteomic profiling by mass spectrometry	5	221026_IAM_10hr_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_6	Escherichia coli	cell extract	not available	1	not available	Ecoli_6_proteomics	proteomic profiling by mass spectrometry	6	221026_IAM_2hr_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_7	Escherichia coli	cell extract	not available	1	not available	Ecoli_7_proteomics	proteomic profiling by mass spectrometry	7	221026_Ynamide_10hr_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_8	Escherichia coli	cell extract	not available	1	not available	Ecoli_8_proteomics	proteomic profiling by mass spectrometry	8	221026_Ynamide_2hr_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_9	Escherichia coli	cell extract	not available	1	not available	Ecoli_9_proteomics	proteomic profiling by mass spectrometry	9	221026_Ynamide_10hr_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_10	Escherichia coli	cell extract	not available	1	not available	Ecoli_10_proteomics	proteomic profiling by mass spectrometry	10	221026_IAM_10hr_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_11	Escherichia coli	cell extract	not available	1	not available	Ecoli_11_proteomics	proteomic profiling by mass spectrometry	11	221026_Ynamide_10hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_12	Escherichia coli	cell extract	not available	1	not available	Ecoli_12_proteomics	proteomic profiling by mass spectrometry	12	221026_Ynamide_2hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	12	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_13	Escherichia coli	cell extract	not available	1	not available	Ecoli_13_proteomics	proteomic profiling by mass spectrometry	13	221026_Ynamide_2hr_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	13	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_14	Escherichia coli	cell extract	not available	1	not available	Ecoli_14_proteomics	proteomic profiling by mass spectrometry	14	221026_Ynamide_10hr_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	14	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_15	Escherichia coli	cell extract	not available	1	not available	Ecoli_15_proteomics	proteomic profiling by mass spectrometry	15	221026_IAM_2hr_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	15	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
Ecoli_16	Escherichia coli	cell extract	not available	1	not available	Ecoli_16_proteomics	proteomic profiling by mass spectrometry	16	221026_Ynamide_2hr_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	16	NT=higher-energy collisional dissociation	5 ppm	20 ppm	NT=carbamidomethylation, Ynamide as variable modifications
