source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
brain	Mus musculus	brain	not applicable	normal	adult	not available	not available	not available	tissue	1	run_11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	11	1	Brain_Protein_Expression_protein4_brain_f11_v02853.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brain;AC=UBERON:0000955
brain	Mus musculus	brain	not applicable	normal	adult	not available	not available	not available	tissue	1	run_12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	12	1	Brain_Protein_Expression_protein4_brain_f12_v02834.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brain;AC=UBERON:0000955
brown_adipose_tissue	Mus musculus	brown adipose tissue	not applicable	normal	adult	not available	not available	not available	tissue	1	run_13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	2	1	BrownFat_Protein_Expression_protein4_brownfat_f2_v02932.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brown adipose tissue;AC=UBERON:0001348
brown_adipose_tissue	Mus musculus	brown adipose tissue	not applicable	normal	adult	not available	not available	not available	tissue	1	run_14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	3	1	BrownFat_Protein_Expression_protein4_brownfat_f3_v02933.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brown adipose tissue;AC=UBERON:0001348
brown_adipose_tissue	Mus musculus	brown adipose tissue	not applicable	normal	adult	not available	not available	not available	tissue	1	run_15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	4	1	BrownFat_Protein_Expression_protein4_brownfat_f4_v02934.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brown adipose tissue;AC=UBERON:0001348
brown_adipose_tissue	Mus musculus	brown adipose tissue	not applicable	normal	adult	not available	not available	not available	tissue	1	run_16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	5	1	BrownFat_Protein_Expression_protein4_brownfat_f5_v02935.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brown adipose tissue;AC=UBERON:0001348
brown_adipose_tissue	Mus musculus	brown adipose tissue	not applicable	normal	adult	not available	not available	not available	tissue	1	run_17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	6	1	BrownFat_Protein_Expression_protein4_brownfat_f6_v02937.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brown adipose tissue;AC=UBERON:0001348
brown_adipose_tissue	Mus musculus	brown adipose tissue	not applicable	normal	adult	not available	not available	not available	tissue	1	run_18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	7	1	BrownFat_Protein_Expression_protein4_brownfat_f7_v02938.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brown adipose tissue;AC=UBERON:0001348
brown_adipose_tissue	Mus musculus	brown adipose tissue	not applicable	normal	adult	not available	not available	not available	tissue	1	run_19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	8	1	BrownFat_Protein_Expression_protein4_brownfat_f8_v02952.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brown adipose tissue;AC=UBERON:0001348
brown_adipose_tissue	Mus musculus	brown adipose tissue	not applicable	normal	adult	not available	not available	not available	tissue	1	run_20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	9	1	BrownFat_Protein_Expression_protein4_brownfat_f9_v02947.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brown adipose tissue;AC=UBERON:0001348
brown_adipose_tissue	Mus musculus	brown adipose tissue	not applicable	normal	adult	not available	not available	not available	tissue	1	run_21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	10	1	BrownFat_Protein_Expression_protein4_brownfat_f10_v02948.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brown adipose tissue;AC=UBERON:0001348
brown_adipose_tissue	Mus musculus	brown adipose tissue	not applicable	normal	adult	not available	not available	not available	tissue	1	run_22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	11	1	BrownFat_Protein_Expression_protein4_brownfat_f11_v02950.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brown adipose tissue;AC=UBERON:0001348
brown_adipose_tissue	Mus musculus	brown adipose tissue	not applicable	normal	adult	not available	not available	not available	tissue	1	run_23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	12	1	BrownFat_Protein_Expression_protein4_brownfat_f12_v02951.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=brown adipose tissue;AC=UBERON:0001348
heart	Mus musculus	heart	not applicable	normal	adult	not available	not available	not available	tissue	1	run_24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	1	1	Heart_Protein_Expression_protein4_heart_f1_v02900.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
heart	Mus musculus	heart	not applicable	normal	adult	not available	not available	not available	tissue	1	run_25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	2	1	Heart_Protein_Expression_protein4_heart_f2_v02901.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
heart	Mus musculus	heart	not applicable	normal	adult	not available	not available	not available	tissue	1	run_26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	3	1	Heart_Protein_Expression_protein4_heart_f3_v02902.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
heart	Mus musculus	heart	not applicable	normal	adult	not available	not available	not available	tissue	1	run_27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	4	1	Heart_Protein_Expression_protein4_heart_f4_v02903.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
heart	Mus musculus	heart	not applicable	normal	adult	not available	not available	not available	tissue	1	run_28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	5	1	Heart_Protein_Expression_protein4_heart_f5_v02904.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
heart	Mus musculus	heart	not applicable	normal	adult	not available	not available	not available	tissue	1	run_29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	6	1	Heart_Protein_Expression_protein4_heart_f6_v02906.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
heart	Mus musculus	heart	not applicable	normal	adult	not available	not available	not available	tissue	1	run_30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	7	1	Heart_Protein_Expression_protein4_heart_f7_v02907.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
heart	Mus musculus	heart	not applicable	normal	adult	not available	not available	not available	tissue	1	run_31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	8	1	Heart_Protein_Expression_protein4_heart_f8_v02908.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
heart	Mus musculus	heart	not applicable	normal	adult	not available	not available	not available	tissue	1	run_32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	9	1	Heart_Protein_Expression_protein4_heart_f9_v02909.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
heart	Mus musculus	heart	not applicable	normal	adult	not available	not available	not available	tissue	1	run_33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	10	1	Heart_Protein_Expression_protein4_heart_f10_v02911.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
heart	Mus musculus	heart	not applicable	normal	adult	not available	not available	not available	tissue	1	run_34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	11	1	Heart_Protein_Expression_protein4_heart_f11_v02912.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
heart	Mus musculus	heart	not applicable	normal	adult	not available	not available	not available	tissue	1	run_35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	gel electrophoresis-based separation	12	1	Heart_Protein_Expression_protein4_heart_f12_v02913.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
