source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
220901_02_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F19-S7_	Yarrowia lipolytica	not available	not available	1	220901_02_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F19-S7_	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220901_02_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F19-S7_.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220901_04_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_P25	Yarrowia lipolytica	not available	not available	1	220901_04_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_P25	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220901_04_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_P25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220901_06_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_P51	Yarrowia lipolytica	not available	not available	1	220901_06_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_P51	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220901_06_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_P51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220901_08_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F10-S7	Yarrowia lipolytica	not available	not available	1	220901_08_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F10-S7	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220901_08_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F10-S7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220901_14_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F07-S9	Yarrowia lipolytica	not available	not available	1	220901_14_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F07-S9	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220901_14_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F07-S9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220901_16_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F07-S5	Yarrowia lipolytica	not available	not available	1	220901_16_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F07-S5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220901_16_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F07-S5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220901_22_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F08-S9	Yarrowia lipolytica	not available	not available	1	220901_22_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F08-S9	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220901_22_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F08-S9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220901_24_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_P56	Yarrowia lipolytica	not available	not available	1	220901_24_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_P56	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220901_24_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_P56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220901_26_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F11-S4	Yarrowia lipolytica	not available	not available	1	220901_26_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F11-S4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220901_26_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F11-S4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220901_28_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F08-S5	Yarrowia lipolytica	not available	not available	1	220901_28_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F08-S5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220901_28_Orbi3_SK_SER_G60_T85_TTY_Lahtvee_DIA_250ng_Yarrowia_F08-S5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
