source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Saccharomyces cerevisiae	NT=cell	not available	1	not available	Protein identification with mass spectrometry	proteomic profiling by mass spectrometry	1	IDENTIFICATION_GEL_BAND_7.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	25 ppm	0.05 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample2	Saccharomyces cerevisiae	NT=cell	not available	1	not available	Protein identification with mass spectrometry	proteomic profiling by mass spectrometry	2	IDENTIFICATION_GEL_BAND_5.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	25 ppm	0.05 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample3	Saccharomyces cerevisiae	NT=cell	not available	1	not available	Protein identification with mass spectrometry	proteomic profiling by mass spectrometry	3	IDENTIFICATION_GEL_BAND_1.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	25 ppm	0.05 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample4	Saccharomyces cerevisiae	NT=cell	not available	1	not available	Protein identification with mass spectrometry	proteomic profiling by mass spectrometry	4	IDENTIFICATION_GEL_BAND_9.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=collision-induced dissociation;AC=MS:1000133	25 ppm	0.05 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample5	Saccharomyces cerevisiae	NT=cell	not available	1	not available	Protein identification with mass spectrometry	proteomic profiling by mass spectrometry	5	IDENTIFICATION_GEL_BAND_10.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=collision-induced dissociation;AC=MS:1000133	25 ppm	0.05 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample6	Saccharomyces cerevisiae	NT=cell	not available	1	not available	Protein identification with mass spectrometry	proteomic profiling by mass spectrometry	6	IDENTIFICATION_GEL_BAND_4.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=collision-induced dissociation;AC=MS:1000133	25 ppm	0.05 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample7	Saccharomyces cerevisiae	NT=cell	not available	1	not available	Protein identification with mass spectrometry	proteomic profiling by mass spectrometry	7	IDENTIFICATION_GEL_BAND_2.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=collision-induced dissociation;AC=MS:1000133	25 ppm	0.05 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample8	Saccharomyces cerevisiae	NT=cell	not available	1	not available	Protein identification with mass spectrometry	proteomic profiling by mass spectrometry	8	IDENTIFICATION_GEL_BAND_6.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=collision-induced dissociation;AC=MS:1000133	25 ppm	0.05 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample9	Saccharomyces cerevisiae	NT=cell	not available	1	not available	Protein identification with mass spectrometry	proteomic profiling by mass spectrometry	9	IDENTIFICATION_GEL_BAND_3.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=collision-induced dissociation;AC=MS:1000133	25 ppm	0.05 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample10	Saccharomyces cerevisiae	NT=cell	not available	1	not available	Protein identification with mass spectrometry	proteomic profiling by mass spectrometry	10	IDENTIFICATION_GEL_BAND_8.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=collision-induced dissociation;AC=MS:1000133	25 ppm	0.05 Da	not available	NT=ms-proteomics;VV=v1.1.0
