source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[strain or breed]
grapevine_Regent_APF_pool	Vitis vinifera	leaf	not available	normal	vascular leaf post-expansion stage	Regent	not available	not applicable	tissue	pooled	1	Leonor_Apopl_R_a	proteomic profiling by mass spectrometry	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trp->Kynurenin;AC=UNIMOD:351;TA=W;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.3 Da	1	1	Leonor_Apopl_R_a.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Regent
grapevine_Regent_APF_pool	Vitis vinifera	leaf	not available	normal	vascular leaf post-expansion stage	Regent	not available	not applicable	tissue	pooled	1	Leonor_Apopl_R_b	proteomic profiling by mass spectrometry	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trp->Kynurenin;AC=UNIMOD:351;TA=W;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.3 Da	2	1	Leonor_Apopl_R_b.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Regent
grapevine_Trincadeira_APF_pool	Vitis vinifera	leaf	not available	normal	vascular leaf post-expansion stage	Trincadeira	not available	not applicable	tissue	pooled	1	Leonor_Apopl_T_a	proteomic profiling by mass spectrometry	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trp->Kynurenin;AC=UNIMOD:351;TA=W;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.3 Da	1	1	Leonor_Apopl_T_a.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Trincadeira
grapevine_Trincadeira_APF_pool	Vitis vinifera	leaf	not available	normal	vascular leaf post-expansion stage	Trincadeira	not available	not applicable	tissue	pooled	1	Leonor_Apopl_T_b	proteomic profiling by mass spectrometry	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trp->Kynurenin;AC=UNIMOD:351;TA=W;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.3 Da	2	1	Leonor_Apopl_T_b.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Trincadeira
