source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[biological replicate]	material type	assay name	technology type	comment[data file]	comment[instrument]	comment[technical replicate]	comment[fraction identifier]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters.1]	comment[modification parameters.2]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[label]	factor value[strain]	factor value[condition]
TW14359_SepD	Escherichia coli	TW14359	not available	1	cell culture	TW14359_SepD run 1	proteomic profiling by mass spectrometry	2012-03-02-SepD-01.RAW	NT=LTQ Orbitrap;AC=MS:1000449	1	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=iTRAQ4plex;PP=N-term,K;MT=Fixed;AC=Unimod:104	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ4plex	TW14359	SepD secretome
TW14359_SepD	Escherichia coli	TW14359	not available	1	cell culture	TW14359_SepD run 2	proteomic profiling by mass spectrometry	2012-03-02-SepD-02.RAW	NT=LTQ Orbitrap;AC=MS:1000449	2	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=iTRAQ4plex;PP=N-term,K;MT=Fixed;AC=Unimod:104	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ4plex	TW14359	SepD secretome
TW14359_SepD	Escherichia coli	TW14359	not available	1	cell culture	TW14359_SepD run 3	proteomic profiling by mass spectrometry	2012-03-02-SepD-03.RAW	NT=LTQ Orbitrap;AC=MS:1000449	3	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=iTRAQ4plex;PP=N-term,K;MT=Fixed;AC=Unimod:104	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ4plex	TW14359	SepD secretome
TW14359_SepD	Escherichia coli	TW14359	not available	1	cell culture	TW14359_SepD run 4	proteomic profiling by mass spectrometry	2012-03-02-SepD-04.RAW	NT=LTQ Orbitrap;AC=MS:1000449	4	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=iTRAQ4plex;PP=N-term,K;MT=Fixed;AC=Unimod:104	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ4plex	TW14359	SepD secretome
TW14359_SepD	Escherichia coli	TW14359	not available	1	cell culture	TW14359_SepD run 5	proteomic profiling by mass spectrometry	2012-03-02-SepD-05.RAW	NT=LTQ Orbitrap;AC=MS:1000449	5	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=iTRAQ4plex;PP=N-term,K;MT=Fixed;AC=Unimod:104	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ4plex	TW14359	SepD secretome
TW14359_SepD	Escherichia coli	TW14359	not available	1	cell culture	TW14359_SepD run 6	proteomic profiling by mass spectrometry	2012-03-02-SepD-06.RAW	NT=LTQ Orbitrap;AC=MS:1000449	6	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=iTRAQ4plex;PP=N-term,K;MT=Fixed;AC=Unimod:104	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ4plex	TW14359	SepD secretome
TW14359_SepD	Escherichia coli	TW14359	not available	1	cell culture	TW14359_SepD run 7	proteomic profiling by mass spectrometry	2012-03-02-SepD-07.RAW	NT=LTQ Orbitrap;AC=MS:1000449	7	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=iTRAQ4plex;PP=N-term,K;MT=Fixed;AC=Unimod:104	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ4plex	TW14359	SepD secretome
TW14359_SepD	Escherichia coli	TW14359	not available	1	cell culture	TW14359_SepD run 8	proteomic profiling by mass spectrometry	2012-03-02-SepD-08.RAW	NT=LTQ Orbitrap;AC=MS:1000449	8	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=iTRAQ4plex;PP=N-term,K;MT=Fixed;AC=Unimod:104	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ4plex	TW14359	SepD secretome
TW14359_SepD	Escherichia coli	TW14359	not available	1	cell culture	TW14359_SepD run 9	proteomic profiling by mass spectrometry	2012-03-02-SepD-09.RAW	NT=LTQ Orbitrap;AC=MS:1000449	9	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=iTRAQ4plex;PP=N-term,K;MT=Fixed;AC=Unimod:104	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ4plex	TW14359	SepD secretome
TW14359_SepD	Escherichia coli	TW14359	not available	1	cell culture	TW14359_SepD run 10	proteomic profiling by mass spectrometry	2012-03-02-SepD-10.RAW	NT=LTQ Orbitrap;AC=MS:1000449	10	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=iTRAQ4plex;PP=N-term,K;MT=Fixed;AC=Unimod:104	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ4plex	TW14359	SepD secretome
