source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[mhc protein complex]	characteristics[immunopeptidome enrichment method]	characteristics[mhc typing]	characteristics[mhc typing method]	characteristics[antibody enrichment]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[acquisition date]	comment[ms min mz]	comment[ms max mz]	comment[ms min charge]	comment[ms max charge]	factor value[source name]
2123_ConA	Bos taurus	blood	T cell	1	not pooled	normal	cell line	Concanavalin A	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	BoLA-1*01901;BoLA-2*00801;BoLA-1*00901;BoLA-4*02401;BoLA-2*02501	NGS-based typing	IL-88	2123_ConA_odd_r1	proteomic profiling by mass spectrometry	1	FL710_IPP71_TC_2123_ConA_odd.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	28% NCE;32% NCE	5 ppm	0.03 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	2017-12-19T22:06:31	300m/z	1500m/z	1	4	2123_ConA
2123_ConA	Bos taurus	blood	T cell	1	not pooled	normal	cell line	Concanavalin A	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	BoLA-1*01901;BoLA-2*00801;BoLA-1*00901;BoLA-4*02401;BoLA-2*02501	NGS-based typing	IL-88	2123_ConA_even_r1	proteomic profiling by mass spectrometry	1	FL710_IPP71_TC_2123_ConA_even.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	2	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	28% NCE;32% NCE	5 ppm	0.03 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	2017-12-19T23:56:35	300m/z	1500m/z	1	4	2123_ConA
2123_Tpm	Bos taurus	blood	T cell	1	not pooled	theileriasis	cell line	Theileria parva Muguga infection	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	BoLA-1*01901;BoLA-2*00801;BoLA-1*00901;BoLA-4*02401;BoLA-2*02501	NGS-based typing	IL-88	2123_Tpm_odd_r1	proteomic profiling by mass spectrometry	1	FL711_IPP71_TC_2123_Tpm_odd.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	28% NCE;32% NCE	5 ppm	0.03 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	2017-12-20T02:54:52	300m/z	1500m/z	1	4	2123_Tpm
2123_Tpm	Bos taurus	blood	T cell	1	not pooled	theileriasis	cell line	Theileria parva Muguga infection	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	BoLA-1*01901;BoLA-2*00801;BoLA-1*00901;BoLA-4*02401;BoLA-2*02501	NGS-based typing	IL-88	2123_Tpm_even_r1	proteomic profiling by mass spectrometry	1	FL711_IPP71_TC_2123_Tpm_even.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	2	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	28% NCE;32% NCE	5 ppm	0.03 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	2017-12-20T04:44:56	300m/z	1500m/z	1	4	2123_Tpm
2408_ConA	Bos taurus	blood	T cell	1	not pooled	normal	cell line	Concanavalin A	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	BoLA-1*00901;BoLA-2*02501;BoLA-4*02401	NGS-based typing	IL-88	2408_ConA_odd_r1	proteomic profiling by mass spectrometry	1	FL712_IPP71_TC_2408_ConA_odd.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	28% NCE;32% NCE	5 ppm	0.03 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	2017-12-20T07:43:13	300m/z	1500m/z	1	4	2408_ConA
2408_ConA	Bos taurus	blood	T cell	1	not pooled	normal	cell line	Concanavalin A	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	BoLA-1*00901;BoLA-2*02501;BoLA-4*02401	NGS-based typing	IL-88	2408_ConA_even_r1	proteomic profiling by mass spectrometry	1	FL712_IPP71_TC_2408_ConA_even.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	2	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	28% NCE;32% NCE	5 ppm	0.03 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	2017-12-20T09:33:42	300m/z	1500m/z	1	4	2408_ConA
2408_Tpm	Bos taurus	blood	T cell	1	not pooled	theileriasis	cell line	Theileria parva Muguga infection	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	BoLA-1*00901;BoLA-2*02501;BoLA-4*02401	NGS-based typing	IL-88	2408_Tpm_odd_r1	proteomic profiling by mass spectrometry	1	FL713_IPP71_TC_2048_Tpm_odd.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	28% NCE;32% NCE	5 ppm	0.03 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	2017-12-20T12:31:59	300m/z	1500m/z	1	4	2408_Tpm
2408_Tpm	Bos taurus	blood	T cell	1	not pooled	theileriasis	cell line	Theileria parva Muguga infection	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	BoLA-1*00901;BoLA-2*02501;BoLA-4*02401	NGS-based typing	IL-88	2408_Tpm_even_r1	proteomic profiling by mass spectrometry	1	FL713_IPP71_TC_2048_Tpm_even.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	2	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	28% NCE;32% NCE	5 ppm	0.03 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	2017-12-20T14:22:05	300m/z	1500m/z	1	4	2408_Tpm
2824_ConA	Bos taurus	blood	T cell	1	not pooled	normal	cell line	Concanavalin A	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	BoLA-2*01601;BoLA-6*01402	NGS-based typing	IL-88	2824_ConA_odd_r1	proteomic profiling by mass spectrometry	1	FL714_IPP71_TC_2824_ConA_odd.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	28% NCE;32% NCE	5 ppm	0.03 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	2017-12-20T17:20:22	300m/z	1500m/z	1	4	2824_ConA
2824_ConA	Bos taurus	blood	T cell	1	not pooled	normal	cell line	Concanavalin A	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	BoLA-2*01601;BoLA-6*01402	NGS-based typing	IL-88	2824_ConA_even_r1	proteomic profiling by mass spectrometry	1	FL714_IPP71_TC_2824_ConA_even.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	2	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	28% NCE;32% NCE	5 ppm	0.03 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	2017-12-20T19:10:26	300m/z	1500m/z	1	4	2824_ConA
