source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
Control_1	NT=Mus musculus;AC=NCBITaxon:10090	NT=blood plasma;AC=UBERON:0001969	not available	not available	Control	1	run_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	C_D180904_S2351_UCSF-Vehicle-F1_MSG_R01_T0.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Control
Control_2	NT=Mus musculus;AC=NCBITaxon:10090	NT=blood plasma;AC=UBERON:0001969	not available	not available	Control	2	run_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	C_D180904_S2351_UCSF-Vehicle-F2_MSG_R01_T0.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Control
Control_3	NT=Mus musculus;AC=NCBITaxon:10090	NT=blood plasma;AC=UBERON:0001969	not available	not available	Control	3	run_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	C_D180904_S2351_UCSF-Vehicle-F3_MSG_R01_T0.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Control
Control_4	NT=Mus musculus;AC=NCBITaxon:10090	NT=blood plasma;AC=UBERON:0001969	not available	not available	Control	4	run_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	C_D180904_S2351_UCSF-Vehicle-F4_MSG_R01_T0.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Control
Control_5	NT=Mus musculus;AC=NCBITaxon:10090	NT=blood plasma;AC=UBERON:0001969	not available	not available	Control	5	run_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	C_D180904_S2351_UCSF-Vehicle-F5_MSG_R01_T0.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Control
Control_6	NT=Mus musculus;AC=NCBITaxon:10090	NT=blood plasma;AC=UBERON:0001969	not available	not available	Control	6	run_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	C_D180904_S2351_UCSF-Vehicle-F6_MSG_R01_T0.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Control
Control_7	NT=Mus musculus;AC=NCBITaxon:10090	NT=blood plasma;AC=UBERON:0001969	not available	not available	Control	7	run_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	E_D180904_S2351_UCSF-Vehicle-F2_MSG_R01_X01_T0.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Control
Klotho_1	NT=Mus musculus;AC=NCBITaxon:10090	NT=blood plasma;AC=UBERON:0001969	not available	not available	Klotho	1	run_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	2	E_D180904_S2351_UCSF-Klotho-F1_MSG_R01_T0.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Klotho
Klotho_2	NT=Mus musculus;AC=NCBITaxon:10090	NT=blood plasma;AC=UBERON:0001969	not available	not available	Klotho	2	run_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	2	E_D180904_S2351_UCSF-Klotho-F2_MSG_R01_T0.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Klotho
Klotho_3	NT=Mus musculus;AC=NCBITaxon:10090	NT=blood plasma;AC=UBERON:0001969	not available	not available	Klotho	3	run_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	2	E_D180904_S2351_UCSF-Klotho-F3_MSG_R01_T0.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Klotho
