source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20240501_Wilmes_Pellet_5ug_RP180_QE3_BHC15	20240501_Wilmes_Pellet_5ug_RP180_QE3_BHC15	human gut metagenome	feces	not applicable	not available	Expanding_the_human_metaproteome_enhancing_small_open_reading_frame_smORF_prediction_and_ultra-deep_detection_of_smORF-encoded_proteins_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_BHC15	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_BHC15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20240501_Wilmes_Pellet_5ug_RP180_QE3_BHC19	20240501_Wilmes_Pellet_5ug_RP180_QE3_BHC19	human gut metagenome	feces	not applicable	not available	Expanding_the_human_metaproteome_enhancing_small_open_reading_frame_smORF_prediction_and_ultra-deep_detection_of_smORF-encoded_proteins_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_BHC19	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_BHC19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC14	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC14	human gut metagenome	feces	not applicable	not available	Expanding_the_human_metaproteome_enhancing_small_open_reading_frame_smORF_prediction_and_ultra-deep_detection_of_smORF-encoded_proteins_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC14	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC18	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC18	human gut metagenome	feces	not applicable	not available	Expanding_the_human_metaproteome_enhancing_small_open_reading_frame_smORF_prediction_and_ultra-deep_detection_of_smORF-encoded_proteins_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC18	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC19	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC19	human gut metagenome	feces	not applicable	not available	Expanding_the_human_metaproteome_enhancing_small_open_reading_frame_smORF_prediction_and_ultra-deep_detection_of_smORF-encoded_proteins_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC19	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC20	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC20	human gut metagenome	feces	not applicable	not available	Expanding_the_human_metaproteome_enhancing_small_open_reading_frame_smORF_prediction_and_ultra-deep_detection_of_smORF-encoded_proteins_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC20	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC25	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC25	human gut metagenome	feces	not applicable	not available	Expanding_the_human_metaproteome_enhancing_small_open_reading_frame_smORF_prediction_and_ultra-deep_detection_of_smORF-encoded_proteins_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC25	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC27	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC27	human gut metagenome	feces	not applicable	not available	Expanding_the_human_metaproteome_enhancing_small_open_reading_frame_smORF_prediction_and_ultra-deep_detection_of_smORF-encoded_proteins_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC27	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20240501_Wilmes_Pellet_5ug_RP180_QE3_KHC27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20240508_Wilmes_Pellet_5ug_RP180_QE3_BHC18	20240508_Wilmes_Pellet_5ug_RP180_QE3_BHC18	human gut metagenome	feces	not applicable	not available	Expanding_the_human_metaproteome_enhancing_small_open_reading_frame_smORF_prediction_and_ultra-deep_detection_of_smORF-encoded_proteins_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20240508_Wilmes_Pellet_5ug_RP180_QE3_BHC18	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20240508_Wilmes_Pellet_5ug_RP180_QE3_BHC18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20240508_Wilmes_Pellet_5ug_RP180_QE3_BHC25	20240508_Wilmes_Pellet_5ug_RP180_QE3_BHC25	human gut metagenome	feces	not applicable	not available	Expanding_the_human_metaproteome_enhancing_small_open_reading_frame_smORF_prediction_and_ultra-deep_detection_of_smORF-encoded_proteins_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20240508_Wilmes_Pellet_5ug_RP180_QE3_BHC25	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20240508_Wilmes_Pellet_5ug_RP180_QE3_BHC25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
