source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay1	proteomic profiling by mass spectrometry	1	20210919_MBPZ_24B3_AFI_2N4A8Q7T.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample2	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay2	proteomic profiling by mass spectrometry	1	20201202_SUMO2_49B3_3SIM_MBP_rep3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample3	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay3	proteomic profiling by mass spectrometry	1	20210923_SUMO2_50TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample4	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay4	proteomic profiling by mass spectrometry	1	BING_TRX2KR_DISULFIDE_LYSC_GLUC_REP1_20191101.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample5	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay5	proteomic profiling by mass spectrometry	1	20210923_SUMO2_49TAG_CONTROL_TWICE_IP_REP3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample6	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay6	proteomic profiling by mass spectrometry	1	20210923_SUMO2_50TAG_CONTROL_TWICE_IP_REP3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample7	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay7	proteomic profiling by mass spectrometry	1	20210923_SUMO2_49TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample8	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay8	proteomic profiling by mass spectrometry	1	20201202_SUMO2_50B3_3SIM_MBP_rep2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample9	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay9	proteomic profiling by mass spectrometry	1	20200112_MBPZ_E24B3_E25Q_AFFI_4A7Y8Q.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample10	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay10	proteomic profiling by mass spectrometry	1	20210923_SUMO2_49TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample11	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay11	proteomic profiling by mass spectrometry	1	20201202_SUMO2_50B3_3SIM_MBP_rep3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample12	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay12	proteomic profiling by mass spectrometry	1	20200112_MBPZ_E24B3_E25Q_AFFI_4A7H8Q.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample13	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay13	proteomic profiling by mass spectrometry	1	BING_TRX2KR_DISULFIDE_LYSC_GLUC_REP3_20191101.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample14	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay14	proteomic profiling by mass spectrometry	1	20201202_SUMO2_49B3_3SIM_MBP_rep2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample15	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay15	proteomic profiling by mass spectrometry	1	20210923_SUMO2_50TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample16	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay16	proteomic profiling by mass spectrometry	1	20210923_SUMO2_50TAG_CONTROL_TWICE_IP_REP1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample17	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay17	proteomic profiling by mass spectrometry	1	20210127_MBPZ_24B3_AFI_2N4A8Q7H.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample18	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay18	proteomic profiling by mass spectrometry	1	20210923_SUMO2_50TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample19	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay19	proteomic profiling by mass spectrometry	1	BING_TRX2KR_DISULFIDE_LYSC_GLUC_REP2_20191101.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf-x;AC=MS:1002877	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher energy collisional dissociation	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
