source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	characteristics[immunopeptidome enrichment method]	characteristics[mhc protein complex]	characteristics[mhc typing]	characteristics[antibody enrichment]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms min mz]	comment[ms max mz]	comment[ms min charge]	comment[ms max charge]	comment[ms2 mass analyzer]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[source name]
Unanue-7613-04	Mus musculus	islet of Langerhans	normal	not applicable	not available	not available	Unanue-7613-04	not available	cell	1	crinosome subcellular fractionation	MHC class II protein complex	not available	not applicable	Unanue_171017_7613_04	proteomic profiling by mass spectrometry	Unanue_171017_7613_04.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	NT=Trioxidation;MT=Variable;TA=C;AC=UNIMOD:345;PP=Anywhere	10 ppm	0.01 Da	not available	not available	not available	not available	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=vertebrates;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	Unanue-7613-04
Unanue-7660-05	Mus musculus	islet of Langerhans	normal	not applicable	not available	not available	Unanue-7660-05	not available	cell	1	crinosome subcellular fractionation	MHC class II protein complex	not available	not applicable	Unanue_7660_5K_180207_05	proteomic profiling by mass spectrometry	Unanue_7660_5K_180207_05.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	NT=Trioxidation;MT=Variable;TA=C;AC=UNIMOD:345;PP=Anywhere	10 ppm	0.01 Da	not available	not available	not available	not available	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=vertebrates;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	Unanue-7660-05
