source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	characteristics[immunopeptidome enrichment method]	characteristics[mhc protein complex]	characteristics[mhc typing]	characteristics[antibody enrichment]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms min mz]	comment[ms max mz]	comment[ms min charge]	comment[ms max charge]	comment[ms2 mass analyzer]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[source name]
MiBa-Fib	Homo sapiens	not available	normal	not applicable	not available	not available	MiBa-Fib	not available	cell	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	20130504_EXQ3_MiBa_SA_Fib-2	proteomic profiling by mass spectrometry	20130504_EXQ3_MiBa_SA_Fib-2.raw	1	NT=Q Exactive HF;AC=MS:1002523	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	not applicable	10 ppm	0.02 Da	not available	not available	not available	not available	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MiBa-Fib
LCL-721-221-A1	Homo sapiens	blood	normal	LCL 721.221	not available	female	LCL-721-221-A1	adult	cell line	1	immunoaffinity purification	MHC class I protein complex	HLA-A*01:01	W6/32 (pan-HLA class I)	721-221-A1-A579	proteomic profiling by mass spectrometry	721-221-A1A579September132011Nathan721-221-A1.mzxml	1	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	not applicable	15 ppm	0.1 Da	not available	not available	not available	not available	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	LCL-721-221-A1
LCL-721-221-A1	Homo sapiens	blood	normal	LCL 721.221	not available	female	LCL-721-221-A1	adult	cell line	1	immunoaffinity purification	MHC class I protein complex	HLA-A*01:01	W6/32 (pan-HLA class I)	721-221-A1-A6810	proteomic profiling by mass spectrometry	721-221-A1A6810September132011Nathan721-221-A1.mzxml	2	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	not applicable	15 ppm	0.1 Da	not available	not available	not available	not available	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	LCL-721-221-A1
LCL-721-221-A1	Homo sapiens	blood	normal	LCL 721.221	not available	female	LCL-721-221-A1	adult	cell line	1	immunoaffinity purification	MHC class I protein complex	HLA-A*01:01	W6/32 (pan-HLA class I)	A579-excllist	proteomic profiling by mass spectrometry	A579excllistSeptember14Nathan721-221-A1exclists.mzxml	3	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	not applicable	15 ppm	0.1 Da	not available	not available	not available	not available	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	LCL-721-221-A1
LCL-721-221-A1	Homo sapiens	blood	normal	LCL 721.221	not available	female	LCL-721-221-A1	adult	cell line	1	immunoaffinity purification	MHC class I protein complex	HLA-A*01:01	W6/32 (pan-HLA class I)	A6810-excllist	proteomic profiling by mass spectrometry	A6810excllistSeptember14Nathan721-221-A1exclists.mzxml	4	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	not applicable	15 ppm	0.1 Da	not available	not available	not available	not available	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	LCL-721-221-A1
