source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
220701_Sabine_TF1	220701_Sabine_TF1	marine metagenome	sea water	not applicable	not available	A_Closer_Look_at_Plastic_Colonisation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220701_Sabine_TF1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220701_Sabine_TF1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220701_Sabine_TF2	220701_Sabine_TF2	marine metagenome	sea water	not applicable	not available	A_Closer_Look_at_Plastic_Colonisation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220701_Sabine_TF2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220701_Sabine_TF2.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220701_Sabine_TF3	220701_Sabine_TF3	marine metagenome	sea water	not applicable	not available	A_Closer_Look_at_Plastic_Colonisation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220701_Sabine_TF3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220701_Sabine_TF3.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220704_Sabine_T1L1	220704_Sabine_T1L1	marine metagenome	sea water	not applicable	not available	A_Closer_Look_at_Plastic_Colonisation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220704_Sabine_T1L1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220704_Sabine_T1L1.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220704_Sabine_T1L2	220704_Sabine_T1L2	marine metagenome	sea water	not applicable	not available	A_Closer_Look_at_Plastic_Colonisation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220704_Sabine_T1L2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220704_Sabine_T1L2.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220704_Sabine_T1L3	220704_Sabine_T1L3	marine metagenome	sea water	not applicable	not available	A_Closer_Look_at_Plastic_Colonisation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220704_Sabine_T1L3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220704_Sabine_T1L3.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220704_Sabine_T1P1	220704_Sabine_T1P1	marine metagenome	sea water	not applicable	not available	A_Closer_Look_at_Plastic_Colonisation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220704_Sabine_T1P1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220704_Sabine_T1P1.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220704_Sabine_T1P2	220704_Sabine_T1P2	marine metagenome	sea water	not applicable	not available	A_Closer_Look_at_Plastic_Colonisation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220704_Sabine_T1P2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220704_Sabine_T1P2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220704_Sabine_T1P3	220704_Sabine_T1P3	marine metagenome	sea water	not applicable	not available	A_Closer_Look_at_Plastic_Colonisation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220704_Sabine_T1P3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220704_Sabine_T1P3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220704_Sabine_T2P1	220704_Sabine_T2P1	marine metagenome	sea water	not applicable	not available	A_Closer_Look_at_Plastic_Colonisation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220704_Sabine_T2P1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220704_Sabine_T2P1.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
