source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[biological replicate]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cross-linker]
pre60S_Drg1_DSS	Saccharomyces cerevisiae	not applicable	not applicable	fungal cell	cell	1	enrichment of cross-linked peptides	30 Å	30 min	30°C	F1905_sailerc_139	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	10 ppm	0.2 Da	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	cross-linking mass spectrometry	NT=DSS;AC=XLMOD:02001;CL=no;TA=K	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	1.5 mM	ammonium bicarbonate	1	1	F1905_sailerc_139.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	DSS
pre60S_Drg1_DSS	Saccharomyces cerevisiae	not applicable	not applicable	fungal cell	cell	1	enrichment of cross-linked peptides	30 Å	30 min	30°C	F1905_sailerc_140	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	10 ppm	0.2 Da	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	cross-linking mass spectrometry	NT=DSS;AC=XLMOD:02001;CL=no;TA=K	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	1.5 mM	ammonium bicarbonate	1	2	F1905_sailerc_140.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	DSS
pre60S_Drg1_DSS	Saccharomyces cerevisiae	not applicable	not applicable	fungal cell	cell	1	enrichment of cross-linked peptides	30 Å	30 min	30°C	F1905_sailerc_141	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	10 ppm	0.2 Da	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	cross-linking mass spectrometry	NT=DSS;AC=XLMOD:02001;CL=no;TA=K	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	1.5 mM	ammonium bicarbonate	2	1	F1905_sailerc_141.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	DSS
pre60S_Drg1_DSS	Saccharomyces cerevisiae	not applicable	not applicable	fungal cell	cell	1	enrichment of cross-linked peptides	30 Å	30 min	30°C	F1905_sailerc_142	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	10 ppm	0.2 Da	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	cross-linking mass spectrometry	NT=DSS;AC=XLMOD:02001;CL=no;TA=K	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	1.5 mM	ammonium bicarbonate	2	2	F1905_sailerc_142.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	DSS
pre60S_Drg1_DSS	Saccharomyces cerevisiae	not applicable	not applicable	fungal cell	cell	1	enrichment of cross-linked peptides	30 Å	30 min	30°C	F1905_sailerc_143	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	10 ppm	0.2 Da	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	cross-linking mass spectrometry	NT=DSS;AC=XLMOD:02001;CL=no;TA=K	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	1.5 mM	ammonium bicarbonate	3	1	F1905_sailerc_143.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	DSS
pre60S_Drg1_DSS	Saccharomyces cerevisiae	not applicable	not applicable	fungal cell	cell	1	enrichment of cross-linked peptides	30 Å	30 min	30°C	F1905_sailerc_144	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	10 ppm	0.2 Da	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	cross-linking mass spectrometry	NT=DSS;AC=XLMOD:02001;CL=no;TA=K	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	1.5 mM	ammonium bicarbonate	3	2	F1905_sailerc_144.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	DSS
pre60S_Drg1_DSS	Saccharomyces cerevisiae	not applicable	not applicable	fungal cell	cell	1	enrichment of cross-linked peptides	30 Å	30 min	30°C	F1905_sailerc_145	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	10 ppm	0.2 Da	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	cross-linking mass spectrometry	NT=DSS;AC=XLMOD:02001;CL=no;TA=K	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	1.5 mM	ammonium bicarbonate	4	1	F1905_sailerc_145.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	DSS
pre60S_Drg1_DSS	Saccharomyces cerevisiae	not applicable	not applicable	fungal cell	cell	1	enrichment of cross-linked peptides	30 Å	30 min	30°C	F1905_sailerc_146	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	10 ppm	0.2 Da	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	cross-linking mass spectrometry	NT=DSS;AC=XLMOD:02001;CL=no;TA=K	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	1.5 mM	ammonium bicarbonate	4	2	F1905_sailerc_146.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	DSS
pre60S_Drg1_BS3	Saccharomyces cerevisiae	not applicable	not applicable	fungal cell	cell	1	enrichment of cross-linked peptides	30 Å	30 min	30°C	F1905_sailerc_149	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	10 ppm	0.2 Da	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	cross-linking mass spectrometry	NT=BS3;AC=XLMOD:02000;CL=no;TA=K	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	1.5 mM	ammonium bicarbonate	1	1	F1905_sailerc_149.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	BS3
pre60S_Drg1_BS3	Saccharomyces cerevisiae	not applicable	not applicable	fungal cell	cell	1	enrichment of cross-linked peptides	30 Å	30 min	30°C	F1905_sailerc_150	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	10 ppm	0.2 Da	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	cross-linking mass spectrometry	NT=BS3;AC=XLMOD:02000;CL=no;TA=K	NT=Size-exclusion chromatography (SEC);AC=PRIDE:0000557	1.5 mM	ammonium bicarbonate	1	2	F1905_sailerc_150.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	BS3
