source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[treatment]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
PXD066535-sample-1	Homo sapiens	colon	colon carcinoma	epithelial cell	HCT116	CVCL_0291	HCT 116	48Y	male	control (no HA-PSMD5 overexpression)	1	PXD066535-run-01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;TA=C;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA adduct;MM=110.04801;TA=K;MT=Variable	NT=Trypsin/P;AC=MS:1001313	20 ppm	20 ppm	NT=Dithiothreitol;AC=PRIDE:0000608	NT=Iodoacetamide;AC=PRIDE:0000599	1	1	E250325_01_KL_OX_PSMD5_pulldownID_Control_01_inj1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	control (no HA-PSMD5 overexpression)
PXD066535-sample-1	Homo sapiens	colon	colon carcinoma	epithelial cell	HCT116	CVCL_0291	HCT 116	48Y	male	control (no HA-PSMD5 overexpression)	1	PXD066535-run-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;TA=C;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA adduct;MM=110.04801;TA=K;MT=Variable	NT=Trypsin/P;AC=MS:1001313	20 ppm	20 ppm	NT=Dithiothreitol;AC=PRIDE:0000608	NT=Iodoacetamide;AC=PRIDE:0000599	1	2	E250325_02_KL_OX_PSMD5_pulldownID_Control_01_inj2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	control (no HA-PSMD5 overexpression)
PXD066535-sample-2	Homo sapiens	colon	colon carcinoma	epithelial cell	HCT116	CVCL_0291	HCT 116	48Y	male	control (no HA-PSMD5 overexpression)	2	PXD066535-run-03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;TA=C;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA adduct;MM=110.04801;TA=K;MT=Variable	NT=Trypsin/P;AC=MS:1001313	20 ppm	20 ppm	NT=Dithiothreitol;AC=PRIDE:0000608	NT=Iodoacetamide;AC=PRIDE:0000599	1	1	E250325_04_KL_OX_PSMD5_pulldownID_Control_02_inj1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	control (no HA-PSMD5 overexpression)
PXD066535-sample-2	Homo sapiens	colon	colon carcinoma	epithelial cell	HCT116	CVCL_0291	HCT 116	48Y	male	control (no HA-PSMD5 overexpression)	2	PXD066535-run-04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;TA=C;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA adduct;MM=110.04801;TA=K;MT=Variable	NT=Trypsin/P;AC=MS:1001313	20 ppm	20 ppm	NT=Dithiothreitol;AC=PRIDE:0000608	NT=Iodoacetamide;AC=PRIDE:0000599	1	2	E250325_05_KL_OX_PSMD5_pulldownID_Control_02_inj2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	control (no HA-PSMD5 overexpression)
PXD066535-sample-3	Homo sapiens	colon	colon carcinoma	epithelial cell	HCT116	CVCL_0291	HCT 116	48Y	male	control (no HA-PSMD5 overexpression)	3	PXD066535-run-05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;TA=C;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA adduct;MM=110.04801;TA=K;MT=Variable	NT=Trypsin/P;AC=MS:1001313	20 ppm	20 ppm	NT=Dithiothreitol;AC=PRIDE:0000608	NT=Iodoacetamide;AC=PRIDE:0000599	1	1	E250325_07_KL_OX_PSMD5_pulldownID_Control_03_inj1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	control (no HA-PSMD5 overexpression)
PXD066535-sample-3	Homo sapiens	colon	colon carcinoma	epithelial cell	HCT116	CVCL_0291	HCT 116	48Y	male	control (no HA-PSMD5 overexpression)	3	PXD066535-run-06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;TA=C;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA adduct;MM=110.04801;TA=K;MT=Variable	NT=Trypsin/P;AC=MS:1001313	20 ppm	20 ppm	NT=Dithiothreitol;AC=PRIDE:0000608	NT=Iodoacetamide;AC=PRIDE:0000599	1	2	E250325_08_KL_OX_PSMD5_pulldownID_Control_03_inj2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	control (no HA-PSMD5 overexpression)
PXD066535-sample-4	Homo sapiens	colon	colon carcinoma	epithelial cell	HCT116	CVCL_0291	HCT 116	48Y	male	HA-PSMD5 full-length overexpression	1	PXD066535-run-07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;TA=C;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA adduct;MM=110.04801;TA=K;MT=Variable	NT=Trypsin/P;AC=MS:1001313	20 ppm	20 ppm	NT=Dithiothreitol;AC=PRIDE:0000608	NT=Iodoacetamide;AC=PRIDE:0000599	1	1	E250325_19_KL_OX_PSMD5_pulldownID_PSMD5_FL_01_inj1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HA-PSMD5 full-length overexpression
PXD066535-sample-4	Homo sapiens	colon	colon carcinoma	epithelial cell	HCT116	CVCL_0291	HCT 116	48Y	male	HA-PSMD5 full-length overexpression	1	PXD066535-run-08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;TA=C;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA adduct;MM=110.04801;TA=K;MT=Variable	NT=Trypsin/P;AC=MS:1001313	20 ppm	20 ppm	NT=Dithiothreitol;AC=PRIDE:0000608	NT=Iodoacetamide;AC=PRIDE:0000599	1	2	E250325_20_KL_OX_PSMD5_pulldownID_PSMD5_FL_01_inj2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HA-PSMD5 full-length overexpression
PXD066535-sample-5	Homo sapiens	colon	colon carcinoma	epithelial cell	HCT116	CVCL_0291	HCT 116	48Y	male	HA-PSMD5 full-length overexpression	2	PXD066535-run-09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;TA=C;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA adduct;MM=110.04801;TA=K;MT=Variable	NT=Trypsin/P;AC=MS:1001313	20 ppm	20 ppm	NT=Dithiothreitol;AC=PRIDE:0000608	NT=Iodoacetamide;AC=PRIDE:0000599	1	1	E250325_22_KL_OX_PSMD5_pulldownID_PSMD5_FL_02_inj1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HA-PSMD5 full-length overexpression
PXD066535-sample-5	Homo sapiens	colon	colon carcinoma	epithelial cell	HCT116	CVCL_0291	HCT 116	48Y	male	HA-PSMD5 full-length overexpression	2	PXD066535-run-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;TA=C;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA adduct;MM=110.04801;TA=K;MT=Variable	NT=Trypsin/P;AC=MS:1001313	20 ppm	20 ppm	NT=Dithiothreitol;AC=PRIDE:0000608	NT=Iodoacetamide;AC=PRIDE:0000599	1	2	E250325_23_KL_OX_PSMD5_pulldownID_PSMD5_FL_02_inj2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HA-PSMD5 full-length overexpression
