source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Oryctolagus cuniculus	not available	not available	1	not available	not available	not available	not available	Assay1	proteomic profiling by mass spectrometry	1	20191108_Q3_SK_ColID_860_30cm_PitterHuesgen_XLDID2_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample2	Oryctolagus cuniculus	not available	not available	1	not available	not available	not available	not available	Assay2	proteomic profiling by mass spectrometry	1	20191108_Q3_SK_ColID_860_30cm_PitterHuesgen_XLDID2_02.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample3	Oryctolagus cuniculus	not available	not available	1	not available	not available	not available	not available	Assay3	proteomic profiling by mass spectrometry	1	20191108_Q3_SK_ColID_860_30cm_PitterHuesgen_XLDID2_03.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample4	Oryctolagus cuniculus	not available	not available	1	not available	not available	not available	not available	Assay4	proteomic profiling by mass spectrometry	1	20191108_Q3_SK_ColID_860_30cm_PitterHuesgen_XLDID2_04.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=HCD	10 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
