source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
1DLC130819QE_UTI_112_S1-II	1DLC130819QE_UTI_112_S1-II	Homo sapiens	Urine	not applicable	not available	Diagnosing_inflammation_and_infection_in_the_urinary_system_via_proteomics	Urine	Urine	not available	not available	not available	not available	1	1DLC130819QE_UTI_112_S1-II	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC130819QE_UTI_112_S1-II.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Urine
1DLC130822QE_UTI_2_rep2	1DLC130822QE_UTI_2_rep2	Homo sapiens	Urine	not applicable	not available	Diagnosing_inflammation_and_infection_in_the_urinary_system_via_proteomics	Urine	Urine	not available	not available	not available	not available	1	1DLC130822QE_UTI_2_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC130822QE_UTI_2_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Urine
1DLC130823QE_UTI_6_rep1	1DLC130823QE_UTI_6_rep1	Homo sapiens	Urine	not applicable	not available	Diagnosing_inflammation_and_infection_in_the_urinary_system_via_proteomics	Urine	Urine	not available	not available	not available	not available	1	1DLC130823QE_UTI_6_rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC130823QE_UTI_6_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Urine
1DLC130826QE_UTI_6_rep2	1DLC130826QE_UTI_6_rep2	Homo sapiens	Urine	not applicable	not available	Diagnosing_inflammation_and_infection_in_the_urinary_system_via_proteomics	Urine	Urine	not available	not available	not available	not available	1	1DLC130826QE_UTI_6_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC130826QE_UTI_6_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Urine
1DLC130910QE_UTI_32_rep2	1DLC130910QE_UTI_32_rep2	Homo sapiens	Urine	not applicable	not available	Diagnosing_inflammation_and_infection_in_the_urinary_system_via_proteomics	Urine	Urine	not available	not available	not available	not available	1	1DLC130910QE_UTI_32_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC130910QE_UTI_32_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Urine
1DLC130910QE_UTI_33_rep2	1DLC130910QE_UTI_33_rep2	Homo sapiens	Urine	not applicable	not available	Diagnosing_inflammation_and_infection_in_the_urinary_system_via_proteomics	Urine	Urine	not available	not available	not available	not available	1	1DLC130910QE_UTI_33_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC130910QE_UTI_33_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Urine
1DLC130911QE_UTI_35_rep2	1DLC130911QE_UTI_35_rep2	Homo sapiens	Urine	not applicable	not available	Diagnosing_inflammation_and_infection_in_the_urinary_system_via_proteomics	Urine	Urine	not available	not available	not available	not available	1	1DLC130911QE_UTI_35_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC130911QE_UTI_35_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Urine
1DLC130911QE_UTI_36_rep1	1DLC130911QE_UTI_36_rep1	Homo sapiens	Urine	not applicable	not available	Diagnosing_inflammation_and_infection_in_the_urinary_system_via_proteomics	Urine	Urine	not available	not available	not available	not available	1	1DLC130911QE_UTI_36_rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC130911QE_UTI_36_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Urine
1DLC130912QE_UTI_39_rep1	1DLC130912QE_UTI_39_rep1	Homo sapiens	Urine	not applicable	not available	Diagnosing_inflammation_and_infection_in_the_urinary_system_via_proteomics	Urine	Urine	not available	not available	not available	not available	1	1DLC130912QE_UTI_39_rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC130912QE_UTI_39_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Urine
1DLC130913QE_UTI_48_rep2	1DLC130913QE_UTI_48_rep2	Homo sapiens	Urine	not applicable	not available	Diagnosing_inflammation_and_infection_in_the_urinary_system_via_proteomics	Urine	Urine	not available	not available	not available	not available	1	1DLC130913QE_UTI_48_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC130913QE_UTI_48_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Urine
