source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[genotype]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]
U937_sgctrl_1	Homo sapiens	hematopoietic system	not available	U-937	CVCL_0007	U-937	adult acute monocytic leukemia	cell	adult	37Y	male	not available	sgRNA control	1	U937_sgctrl-1	proteomic profiling by mass spectrometry	NT=TSQ Altis;AC=MS:1002874	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=selected reaction monitoring;AC=MS:1000206	1	1	U937_sgctrl-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	sgRNA control
U937_sgctrl_2	Homo sapiens	hematopoietic system	not available	U-937	CVCL_0007	U-937	adult acute monocytic leukemia	cell	adult	37Y	male	not available	sgRNA control	2	U937_sgctrl-2	proteomic profiling by mass spectrometry	NT=TSQ Altis;AC=MS:1002874	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=selected reaction monitoring;AC=MS:1000206	1	1	U937_sgctrl-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	sgRNA control
U937_sgctrl_3	Homo sapiens	hematopoietic system	not available	U-937	CVCL_0007	U-937	adult acute monocytic leukemia	cell	adult	37Y	male	not available	sgRNA control	3	U937_sgctrl-3	proteomic profiling by mass spectrometry	NT=TSQ Altis;AC=MS:1002874	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=selected reaction monitoring;AC=MS:1000206	1	1	U937_sgctrl-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	sgRNA control
U937_SKO_1	Homo sapiens	hematopoietic system	not available	U-937	CVCL_0007	U-937	adult acute monocytic leukemia	cell	adult	37Y	male	not available	SUV39H1 single knockout	1	U937_SKO-1	proteomic profiling by mass spectrometry	NT=TSQ Altis;AC=MS:1002874	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=selected reaction monitoring;AC=MS:1000206	1	1	U937_SKO-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	SUV39H1 single knockout
U937_SKO_2	Homo sapiens	hematopoietic system	not available	U-937	CVCL_0007	U-937	adult acute monocytic leukemia	cell	adult	37Y	male	not available	SUV39H1 single knockout	2	U937_SKO-2	proteomic profiling by mass spectrometry	NT=TSQ Altis;AC=MS:1002874	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=selected reaction monitoring;AC=MS:1000206	1	1	U937_SKO-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	SUV39H1 single knockout
U937_SKO_3	Homo sapiens	hematopoietic system	not available	U-937	CVCL_0007	U-937	adult acute monocytic leukemia	cell	adult	37Y	male	not available	SUV39H1 single knockout	3	U937_SKO-3	proteomic profiling by mass spectrometry	NT=TSQ Altis;AC=MS:1002874	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=selected reaction monitoring;AC=MS:1000206	1	1	U937_SKO-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	SUV39H1 single knockout
U937_DKO_1	Homo sapiens	hematopoietic system	not available	U-937	CVCL_0007	U-937	adult acute monocytic leukemia	cell	adult	37Y	male	not available	SUV39H1/2 double knockout	1	U937_DKO-1	proteomic profiling by mass spectrometry	NT=TSQ Altis;AC=MS:1002874	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=selected reaction monitoring;AC=MS:1000206	1	1	U937_DKO-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	SUV39H1/2 double knockout
U937_DKO_2	Homo sapiens	hematopoietic system	not available	U-937	CVCL_0007	U-937	adult acute monocytic leukemia	cell	adult	37Y	male	not available	SUV39H1/2 double knockout	2	U937_DKO-2	proteomic profiling by mass spectrometry	NT=TSQ Altis;AC=MS:1002874	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=selected reaction monitoring;AC=MS:1000206	1	1	U937_DKO-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	SUV39H1/2 double knockout
U937_DKO_3	Homo sapiens	hematopoietic system	not available	U-937	CVCL_0007	U-937	adult acute monocytic leukemia	cell	adult	37Y	male	not available	SUV39H1/2 double knockout	3	U937_DKO-3	proteomic profiling by mass spectrometry	NT=TSQ Altis;AC=MS:1002874	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=selected reaction monitoring;AC=MS:1000206	1	1	U937_DKO-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	SUV39H1/2 double knockout
