source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
10E2.msf	10E2.msf	Saccharomyces cerevisiae	feces	not applicable	not available	ChipFilter_Microfluidic_Based_Comprehensive_Sample_Preparation_Methodology_for_Metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Saccharomyces cerevisiae	feces	not available	1	10E2.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	10E2.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
10E6.msf	10E6.msf	Saccharomyces cerevisiae	feces	not applicable	not available	ChipFilter_Microfluidic_Based_Comprehensive_Sample_Preparation_Methodology_for_Metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Saccharomyces cerevisiae	feces	not available	1	10E6.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	10E6.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Bsub_thesis_.msf	Bsub_thesis_.msf	Saccharomyces cerevisiae	feces	not applicable	not available	ChipFilter_Microfluidic_Based_Comprehensive_Sample_Preparation_Methodology_for_Metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Saccharomyces cerevisiae	feces	not available	1	Bsub_thesis_.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Bsub_thesis_.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Ecoli_thesis.msf	Ecoli_thesis.msf	Saccharomyces cerevisiae	feces	not applicable	not available	ChipFilter_Microfluidic_Based_Comprehensive_Sample_Preparation_Methodology_for_Metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Saccharomyces cerevisiae	feces	not available	1	Ecoli_thesis.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Ecoli_thesis.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Faeces.msf	Faeces.msf	Saccharomyces cerevisiae	feces	not applicable	not available	ChipFilter_Microfluidic_Based_Comprehensive_Sample_Preparation_Methodology_for_Metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Saccharomyces cerevisiae	feces	not available	1	Faeces.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Faeces.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Gut_Thesis_23-3-23.msf	Gut_Thesis_23-3-23.msf	Saccharomyces cerevisiae	feces	not applicable	not available	ChipFilter_Microfluidic_Based_Comprehensive_Sample_Preparation_Methodology_for_Metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Saccharomyces cerevisiae	feces	not available	1	Gut_Thesis_23-3-23.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Gut_Thesis_23-3-23.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
HF221104_1338_i_rrk	HF221104_1338_i_rrk	Saccharomyces cerevisiae	feces	not applicable	not available	ChipFilter_Microfluidic_Based_Comprehensive_Sample_Preparation_Methodology_for_Metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Saccharomyces cerevisiae	feces	not available	1	HF221104_1338_i_rrk	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	HF221104_1338_i_rrk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
HF221105_1344_i_rrk	HF221105_1344_i_rrk	Saccharomyces cerevisiae	feces	not applicable	not available	ChipFilter_Microfluidic_Based_Comprehensive_Sample_Preparation_Methodology_for_Metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Saccharomyces cerevisiae	feces	not available	1	HF221105_1344_i_rrk	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	HF221105_1344_i_rrk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
HF221106_1353_i_rrk	HF221106_1353_i_rrk	Saccharomyces cerevisiae	feces	not applicable	not available	ChipFilter_Microfluidic_Based_Comprehensive_Sample_Preparation_Methodology_for_Metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Saccharomyces cerevisiae	feces	not available	1	HF221106_1353_i_rrk	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	HF221106_1353_i_rrk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
HF221121_1390_i_rrk	HF221121_1390_i_rrk	Saccharomyces cerevisiae	feces	not applicable	not available	ChipFilter_Microfluidic_Based_Comprehensive_Sample_Preparation_Methodology_for_Metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Saccharomyces cerevisiae	feces	not available	1	HF221121_1390_i_rrk	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	HF221121_1390_i_rrk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
