source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s32	Homo sapiens	Colorectal cancer cell	not available	not available	not available	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Colorectal cancer cell
20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s27	Homo sapiens	Colorectal cancer cell	not available	not available	not available	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Colorectal cancer cell
20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s26	Homo sapiens	Colorectal cancer cell	not available	not available	not available	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Colorectal cancer cell
20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s22	Homo sapiens	Colorectal cancer cell	not available	not available	not available	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Colorectal cancer cell
20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s21	Homo sapiens	Colorectal cancer cell	not available	not available	not available	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Colorectal cancer cell
20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s19	Homo sapiens	Colorectal cancer cell	not available	not available	not available	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Colorectal cancer cell
20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s23	Homo sapiens	Colorectal cancer cell	not available	not available	not available	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Colorectal cancer cell
20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s31	Homo sapiens	Colorectal cancer cell	not available	not available	not available	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Colorectal cancer cell
20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s18	Homo sapiens	Colorectal cancer cell	not available	not available	not available	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Colorectal cancer cell
20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s17	Homo sapiens	Colorectal cancer cell	not available	not available	not available	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20241223_Astral_AUR325075C18TS_DIA_30SPD_Project_998_s17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Colorectal cancer cell
