source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	characteristics[immunopeptidome enrichment method]	characteristics[mhc protein complex]	characteristics[mhc typing]	characteristics[antibody enrichment]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms min mz]	comment[ms max mz]	comment[ms min charge]	comment[ms max charge]	comment[ms2 mass analyzer]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template].1	comment[sdrf template].2	factor value[source name]
HCT116-DLA8850101	Homo sapiens	colon	NT=colon carcinoma;AC=MONDO:0002032	HCT 116	48Y	male	HCT-116	adult	cell line	1	immunoaffinity purification	MHC class I protein complex	DLA-88*501:01	BB7.6 (anti-MHC class I)	20241015-HCT116-DLA8850101-BB76	proteomic profiling by mass spectrometry	20241015-HCT116-DLA8850101-BB76.zip	1	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21;PP=Anywhere	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27;PP=Any N-term	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312;PP=Anywhere	NT=Cation:Na;MT=Variable;TA=D,E;AC=UNIMOD:30;PP=Anywhere	30 ppm	0.02 Da	300m/z	1250m/z	2	5	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	HCT116-DLA8850101
HCT116-DLA8801201	Homo sapiens	colon	NT=colon carcinoma;AC=MONDO:0002032	HCT 116	48Y	male	HCT-116	adult	cell line	1	immunoaffinity purification	MHC class I protein complex	DLA-88*012:01	BB7.6 (anti-MHC class I)	20240929-HCT116-DLA8801201-BB76-092624	proteomic profiling by mass spectrometry	20241013-HCT116-DLA8801201-BB76.zip	1	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21;PP=Anywhere	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27;PP=Any N-term	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312;PP=Anywhere	NT=Cation:Na;MT=Variable;TA=D,E;AC=UNIMOD:30;PP=Anywhere	30 ppm	0.02 Da	300m/z	1250m/z	2	5	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	HCT116-DLA8801201
HCT116-DLA8800302	Homo sapiens	colon	NT=colon carcinoma;AC=MONDO:0002032	HCT 116	48Y	male	HCT-116	adult	cell line	1	immunoaffinity purification	MHC class I protein complex	DLA-88*003:02	BB7.6 (anti-MHC class I)	20240913-HCT116-DLA8800302-B761-091124	proteomic profiling by mass spectrometry	20240913-HCT116-DLA8800302-091124.zip	1	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21;PP=Anywhere	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27;PP=Any N-term	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312;PP=Anywhere	NT=Cation:Na;MT=Variable;TA=D,E;AC=UNIMOD:30;PP=Anywhere	30 ppm	0.02 Da	300m/z	1250m/z	2	5	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	HCT116-DLA8800302
Lola	Canis lupus familiaris	bone tissue	NT=osteosarcoma;AC=MONDO:0009807	not applicable	5Y	female	Lola	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	DLA-88*501:01	BB7.6 (anti-MHC class I)	20250310-LolaTumor-BB76-022725	proteomic profiling by mass spectrometry	20250310-LolaTumor-BB76-022725.zip	1	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21;PP=Anywhere	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27;PP=Any N-term	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312;PP=Anywhere	NT=Cation:Na;MT=Variable;TA=D,E;AC=UNIMOD:30;PP=Anywhere	30 ppm	0.02 Da	300m/z	1250m/z	2	5	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	Lola
Lola	Canis lupus familiaris	bone tissue	NT=osteosarcoma;AC=MONDO:0009807	not applicable	5Y	female	Lola	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	DLA-88*501:01	H58A (anti-MHC class I)	23-0425-Lola Canine Tumor-H58A-040423	proteomic profiling by mass spectrometry	23-0425-LolaCanineTumor-H58A-040423.zip	1	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21;PP=Anywhere	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27;PP=Any N-term	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312;PP=Anywhere	NT=Cation:Na;MT=Variable;TA=D,E;AC=UNIMOD:30;PP=Anywhere	30 ppm	0.02 Da	300m/z	1250m/z	2	5	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	Lola
163828A	Canis lupus familiaris	anal sac	NT=anal gland adenocarcinoma;AC=MONDO:0004266	not applicable	not available	female	163828A	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	DLA-88*004:02	BB7.6 (anti-MHC class I)	20250313-Tumor163828A-BB76-030425	proteomic profiling by mass spectrometry	20250313-Tumor163828A-BB76-030425.zip	1	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21;PP=Anywhere	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27;PP=Any N-term	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312;PP=Anywhere	NT=Cation:Na;MT=Variable;TA=D,E;AC=UNIMOD:30;PP=Anywhere	30 ppm	0.02 Da	300m/z	1250m/z	2	5	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	163828A
163828A	Canis lupus familiaris	anal sac	NT=anal gland adenocarcinoma;AC=MONDO:0004266	not applicable	not available	female	163828A	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	DLA-88*004:02	H58A (anti-MHC class I)	21-1129-DogECSTumor163828A-H58A-11-24-21-HY	proteomic profiling by mass spectrometry	21-1129-DogECSTumor163828A-H58A-11-24-21-HY.zip	1	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21;PP=Anywhere	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27;PP=Any N-term	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312;PP=Anywhere	NT=Cation:Na;MT=Variable;TA=D,E;AC=UNIMOD:30;PP=Anywhere	30 ppm	0.02 Da	300m/z	1250m/z	2	5	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	163828A
Lily	Canis lupus familiaris	anal sac	NT=anal gland adenocarcinoma;AC=MONDO:0004266	not applicable	not available	female	Lily	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	DLA-88*501:01;DLA-88*501:02;DLA-88*004:02	H58A (anti-MHC class I)	22-1104-Lily Canine Tumor-H58A-10-12-22-HY	proteomic profiling by mass spectrometry	22-1104-LilyCanineTumor-H58A-10-12-22-HY.zip	1	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21;PP=Anywhere	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27;PP=Any N-term	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312;PP=Anywhere	NT=Cation:Na;MT=Variable;TA=D,E;AC=UNIMOD:30;PP=Anywhere	30 ppm	0.02 Da	300m/z	1250m/z	2	5	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	Lily
Bogey	Canis lupus familiaris	mouth mucosa	NT=canine oral melanoma;AC=MONDO:0700168	not applicable	10Y	male	Bogey	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	DLA-88*003:02;DLA-88*006:01;DLA-88*017:01	BB7.6 (anti-MHC class I)	20250123-BogeyTumor-BB76-018825	proteomic profiling by mass spectrometry	20250123-BogeyTumor-BB76-010825.zip	1	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7;PP=Anywhere	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21;PP=Anywhere	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27;PP=Any N-term	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312;PP=Anywhere	NT=Cation:Na;MT=Variable;TA=D,E;AC=UNIMOD:30;PP=Anywhere	30 ppm	0.02 Da	300m/z	1250m/z	2	5	NT=time-of-flight;AC=MS:1000084	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	Bogey
