source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
231203_Secretome_KOPN8_IGFII_3_120min_Exploris_FAIMS_DIA_CV-45-60_R2	Homo sapiens	Cell culture	not available	not available	not available	1	231203_Secretome_KOPN8_IGFII_3_120min_Exploris_FAIMS_DIA_CV-45-60_R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	231203_Secretome_KOPN8_IGFII_3_120min_Exploris_FAIMS_DIA_CV-45-60_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
231209_THP1_Ctrl_1_phpspho_120min_Exploris_FAIMS_DIA_CV-45-60	Homo sapiens	Cell culture	not available	not available	not available	1	231209_THP1_Ctrl_1_phpspho_120min_Exploris_FAIMS_DIA_CV-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	231209_THP1_Ctrl_1_phpspho_120min_Exploris_FAIMS_DIA_CV-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
231201_Secretome_KOPN8_IGFII_1_120min_Exploris_FAIMS_DIA_CV-45-60_R1	Homo sapiens	Cell culture	not available	not available	not available	1	231201_Secretome_KOPN8_IGFII_1_120min_Exploris_FAIMS_DIA_CV-45-60_R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	231201_Secretome_KOPN8_IGFII_1_120min_Exploris_FAIMS_DIA_CV-45-60_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
231203_Secretome_KOPN8_IGFIIRBL_3_120min_Exploris_FAIMS_DIA_CV-45-60_R1	Homo sapiens	Cell culture	not available	not available	not available	1	231203_Secretome_KOPN8_IGFIIRBL_3_120min_Exploris_FAIMS_DIA_CV-45-60_R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	231203_Secretome_KOPN8_IGFIIRBL_3_120min_Exploris_FAIMS_DIA_CV-45-60_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
231203_Secretome_KOPN8_IGFIIRBL_3_120min_Exploris_FAIMS_DIA_CV-45-60_R2	Homo sapiens	Cell culture	not available	not available	not available	1	231203_Secretome_KOPN8_IGFIIRBL_3_120min_Exploris_FAIMS_DIA_CV-45-60_R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	231203_Secretome_KOPN8_IGFIIRBL_3_120min_Exploris_FAIMS_DIA_CV-45-60_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
231209_THP1_IGFIIRBL_1_phpspho_120min_Exploris_FAIMS_DIA_CV-45-60	Homo sapiens	Cell culture	not available	not available	not available	1	231209_THP1_IGFIIRBL_1_phpspho_120min_Exploris_FAIMS_DIA_CV-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	231209_THP1_IGFIIRBL_1_phpspho_120min_Exploris_FAIMS_DIA_CV-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
231205_Secretome_THP1_IGFIIRBL_1_120min_Exploris_FAIMS_DIA_CV-45-60_R2	Homo sapiens	Cell culture	not available	not available	not available	1	231205_Secretome_THP1_IGFIIRBL_1_120min_Exploris_FAIMS_DIA_CV-45-60_R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	231205_Secretome_THP1_IGFIIRBL_1_120min_Exploris_FAIMS_DIA_CV-45-60_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
231213_THP1_IGFIIRBL_2_proteome_120min_Exploris_FAIMS_DIA_CV-45-60	Homo sapiens	Cell culture	not available	not available	not available	1	231213_THP1_IGFIIRBL_2_proteome_120min_Exploris_FAIMS_DIA_CV-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	231213_THP1_IGFIIRBL_2_proteome_120min_Exploris_FAIMS_DIA_CV-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
231209_THP1_IGFII_3_phpspho_120min_Exploris_FAIMS_DIA_CV-45-60	Homo sapiens	Cell culture	not available	not available	not available	1	231209_THP1_IGFII_3_phpspho_120min_Exploris_FAIMS_DIA_CV-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	231209_THP1_IGFII_3_phpspho_120min_Exploris_FAIMS_DIA_CV-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
231209_KOPN8_IGFII_4_phpspho_120min_Exploris_FAIMS_DIA_CV-45-60	Homo sapiens	Cell culture	not available	not available	not available	1	231209_KOPN8_IGFII_4_phpspho_120min_Exploris_FAIMS_DIA_CV-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	231209_KOPN8_IGFII_4_phpspho_120min_Exploris_FAIMS_DIA_CV-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
231201_Secretome_KOPN8_IGFII_1_120min_Exploris_FAIMS_DIA_CV-45-60_R2	Homo sapiens	Cell culture	not available	not available	not available	1	231201_Secretome_KOPN8_IGFII_1_120min_Exploris_FAIMS_DIA_CV-45-60_R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	231201_Secretome_KOPN8_IGFII_1_120min_Exploris_FAIMS_DIA_CV-45-60_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
