source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Escherichia coli	cell	not available	1	not available	Proteome and Acetylome Analysis	proteomic profiling by mass spectrometry	1	20211203_EX1_UM5_zenez001_EPICXS_ext01_AcetilProj_MM9_glyc_S_02_rep.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample2	Escherichia coli	cell	not available	1	not available	Proteome and Acetylome Analysis	proteomic profiling by mass spectrometry	1	20211203_EX1_UM5_zenez001_EPICXS_ext01_AcetilProj_MM9_gluc_X_01_rep.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	20 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample3	Escherichia coli	cell	not available	1	not available	Proteome and Acetylome Analysis	proteomic profiling by mass spectrometry	1	20211203_EX1_UM5_zenez001_EPICXS_ext01_AcetilProj_MM9_glyc_X_03.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	20 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample4	Escherichia coli	cell	not available	1	not available	Proteome and Acetylome Analysis	proteomic profiling by mass spectrometry	1	20211203_EX1_UM5_zenez001_EPICXS_ext01_AcetilProj_MM9_glyc_X_04.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=HCD	20 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample5	Escherichia coli	cell	not available	1	not available	Proteome and Acetylome Analysis	proteomic profiling by mass spectrometry	1	20211203_EX1_UM5_zenez001_EPICXS_ext01_AcetilProj_enrich_TB7_gluc_S_03.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=HCD	20 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample6	Escherichia coli	cell	not available	1	not available	Proteome and Acetylome Analysis	proteomic profiling by mass spectrometry	1	20211203_EX1_UM5_zenez001_EPICXS_ext01_AcetilProj_enrich_MM9_glyc_S_01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=HCD	20 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample7	Escherichia coli	cell	not available	1	not available	Proteome and Acetylome Analysis	proteomic profiling by mass spectrometry	1	20211203_EX1_UM5_zenez001_EPICXS_ext01_AcetilProj_enrich_TB7_gluc_X_02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=HCD	20 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample8	Escherichia coli	cell	not available	1	not available	Proteome and Acetylome Analysis	proteomic profiling by mass spectrometry	1	20211203_EX1_UM5_zenez001_EPICXS_ext01_AcetilProj_enrich_MM9_gluc_X_04.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=HCD	20 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample9	Escherichia coli	cell	not available	1	not available	Proteome and Acetylome Analysis	proteomic profiling by mass spectrometry	1	20211203_EX1_UM5_zenez001_EPICXS_ext01_AcetilProj_TB7_gluc_X_04_rep.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=HCD	20 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample10	Escherichia coli	cell	not available	1	not available	Proteome and Acetylome Analysis	proteomic profiling by mass spectrometry	1	20211203_EX1_UM5_zenez001_EPICXS_ext01_AcetilProj_TB7_glyc_X_04.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=HCD	20 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
