source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
A10_01.group	A10_01.group	metagenome	not available	not applicable	not available	Metaproteomics_investigation_on_the_gut_microbiota_of_children_affected_by_Autism_Spectrum_Disorder	not available	not available	not available	not available	not available	not available	1	A10_01.group	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	A10_01.group	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
A10_01	A10_01	metagenome	not available	not applicable	not available	Metaproteomics_investigation_on_the_gut_microbiota_of_children_affected_by_Autism_Spectrum_Disorder	not available	not available	not available	not available	not available	not available	1	A10_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	A10_01.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
A10_02.group	A10_02.group	metagenome	not available	not applicable	not available	Metaproteomics_investigation_on_the_gut_microbiota_of_children_affected_by_Autism_Spectrum_Disorder	not available	not available	not available	not available	not available	not available	1	A10_02.group	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	A10_02.group	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
A10_02	A10_02	metagenome	not available	not applicable	not available	Metaproteomics_investigation_on_the_gut_microbiota_of_children_affected_by_Autism_Spectrum_Disorder	not available	not available	not available	not available	not available	not available	1	A10_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	A10_02.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
A10_03.group	A10_03.group	metagenome	not available	not applicable	not available	Metaproteomics_investigation_on_the_gut_microbiota_of_children_affected_by_Autism_Spectrum_Disorder	not available	not available	not available	not available	not available	not available	1	A10_03.group	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	A10_03.group	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
A10_03	A10_03	metagenome	not available	not applicable	not available	Metaproteomics_investigation_on_the_gut_microbiota_of_children_affected_by_Autism_Spectrum_Disorder	not available	not available	not available	not available	not available	not available	1	A10_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	A10_03.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
A1_01.group	A1_01.group	metagenome	not available	not applicable	not available	Metaproteomics_investigation_on_the_gut_microbiota_of_children_affected_by_Autism_Spectrum_Disorder	not available	not available	not available	not available	not available	not available	1	A1_01.group	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	A1_01.group	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
A1_01	A1_01	metagenome	not available	not applicable	not available	Metaproteomics_investigation_on_the_gut_microbiota_of_children_affected_by_Autism_Spectrum_Disorder	not available	not available	not available	not available	not available	not available	1	A1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	A1_01.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
A1_02.group	A1_02.group	metagenome	not available	not applicable	not available	Metaproteomics_investigation_on_the_gut_microbiota_of_children_affected_by_Autism_Spectrum_Disorder	not available	not available	not available	not available	not available	not available	1	A1_02.group	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	A1_02.group	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
A1_02	A1_02	metagenome	not available	not applicable	not available	Metaproteomics_investigation_on_the_gut_microbiota_of_children_affected_by_Autism_Spectrum_Disorder	not available	not available	not available	not available	not available	not available	1	A1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	A1_02.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
