source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[strain or breed]
pea_FixPlus_nodule	Pisum sativum	Rhizobium leguminosarum bv. viciae	root nodule	not available	normal	sporophyte vegetative stage	Sprint-2	sterile quartz sand; 16 h light/8 h dark; 21/19 C day/night; 75% RH; nitrogen-free nutrient solution; harvested 25 days after inoculation	not applicable	tissue	1	_S_acetone_Slot1-51_1_2330	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.05 ppm	1	1	_S_acetone_Slot1-51_1_2330.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Sprint-2
pea_FixPlus_nodule	Pisum sativum	Rhizobium leguminosarum bv. viciae	root nodule	not available	normal	sporophyte vegetative stage	Sprint-2	sterile quartz sand; 16 h light/8 h dark; 21/19 C day/night; 75% RH; nitrogen-free nutrient solution; harvested 25 days after inoculation	not applicable	tissue	1	_S_acetone_Slot1-51_1_2334	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.05 ppm	1	2	_S_acetone_Slot1-51_1_2334.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Sprint-2
pea_FixPlus_nodule	Pisum sativum	Rhizobium leguminosarum bv. viciae	root nodule	not available	normal	sporophyte vegetative stage	Sprint-2	sterile quartz sand; 16 h light/8 h dark; 21/19 C day/night; 75% RH; nitrogen-free nutrient solution; harvested 25 days after inoculation	not applicable	tissue	1	_S_acetone_Slot1-51_1_2341	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.05 ppm	1	3	_S_acetone_Slot1-51_1_2341.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Sprint-2
pea_FixMinus_nodule	Pisum sativum	Rhizobium leguminosarum bv. viciae	root nodule	not available	normal	sporophyte vegetative stage	Sprint-2Fix- (sym31)	sterile quartz sand; 16 h light/8 h dark; 21/19 C day/night; 75% RH; nitrogen-free nutrient solution; harvested 25 days after inoculation	not applicable	tissue	1	-S_acetone_Slot1-53_1_2335	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.05 ppm	1	1	-S_acetone_Slot1-53_1_2335.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Sprint-2Fix- (sym31)
pea_FixMinus_nodule	Pisum sativum	Rhizobium leguminosarum bv. viciae	root nodule	not available	normal	sporophyte vegetative stage	Sprint-2Fix- (sym31)	sterile quartz sand; 16 h light/8 h dark; 21/19 C day/night; 75% RH; nitrogen-free nutrient solution; harvested 25 days after inoculation	not applicable	tissue	1	-S_acetone_Slot1-53_1_2342	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.05 ppm	1	2	-S_acetone_Slot1-53_1_2342.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Sprint-2Fix- (sym31)
pea_FixMinus_nodule	Pisum sativum	Rhizobium leguminosarum bv. viciae	root nodule	not available	normal	sporophyte vegetative stage	Sprint-2Fix- (sym31)	sterile quartz sand; 16 h light/8 h dark; 21/19 C day/night; 75% RH; nitrogen-free nutrient solution; harvested 25 days after inoculation	not applicable	tissue	1	-S_acetone_Slot1-53_1_2347	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.05 ppm	1	3	-S_acetone_Slot1-53_1_2347.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Sprint-2Fix- (sym31)
