source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PXD049426-Sample-128	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_23_BC7_1_6980	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_23_BC7_1_6980.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-129	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_24_BC8_1_6981	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_24_BC8_1_6981.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-130	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_25_BD1_1_6982	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_25_BD1_1_6982.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-131	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_26_BD2_1_6983	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_26_BD2_1_6983.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-132	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_27_BD3_1_6984	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_27_BD3_1_6984.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-133	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_28_BD4_1_6985	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_28_BD4_1_6985.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-134	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_29_BD5_1_6986	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_29_BD5_1_6986.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-135	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_30_BD6_1_6987	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_30_BD6_1_6987.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-136	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_31_BD7_1_6988	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_31_BD7_1_6988.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-137	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_32_BD8_1_6989	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_32_BD8_1_6989.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-138	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_33_BE1_1_6990	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_33_BE1_1_6990.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-139	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_34_BE2_1_6991	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_34_BE2_1_6991.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-140	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_35_BE4_1_7034	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_35_BE4_1_7034.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-141	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_01_BA1_1_7323	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_01_BA1_1_7323.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-142	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_02_BA2_1_7324	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_02_BA2_1_7324.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-143	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_03_BA3_1_7325	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_03_BA3_1_7325.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-144	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_04_BA4_1_7326	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_04_BA4_1_7326.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-145	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_05_BA5_1_7327	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_05_BA5_1_7327.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-146	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_06_BA6_1_7328	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_06_BA6_1_7328.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-147	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_07_BA7_1_7329	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_07_BA7_1_7329.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-148	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_08_BA8_1_7330	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_08_BA8_1_7330.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-149	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_09_BB1_1_7331	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_09_BB1_1_7331.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-150	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_10_BB2_1_7332	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_10_BB2_1_7332.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-151	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_11_BB3_1_7333	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_11_BB3_1_7333.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-152	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_12_BB4_1_7334	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_12_BB4_1_7334.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-153	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_13_BB5_1_7335	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_13_BB5_1_7335.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-154	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_14_BB6_1_7336	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_14_BB6_1_7336.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-155	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_15_BB7_1_7337	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_15_BB7_1_7337.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-156	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_16_BB8_1_7338	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_16_BB8_1_7338.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-157	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_17_BC1_1_7339	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_17_BC1_1_7339.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-158	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_18_BC2_1_7340	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_18_BC2_1_7340.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-159	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_19_BC3_1_7341	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_19_BC3_1_7341.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-160	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_20_BC4_1_7342	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_20_BC4_1_7342.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-161	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_21_BC5_1_7343	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_21_BC5_1_7343.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-162	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_22_BC6_1_7344	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_22_BC6_1_7344.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-163	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_23_BC7_1_7345	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_23_BC7_1_7345.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-164	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_24_BC8_1_7346	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_24_BC8_1_7346.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-165	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_25_BD1_1_7347	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_25_BD1_1_7347.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-166	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_26_BD2_1_7348	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_26_BD2_1_7348.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-167	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_27_BD3_1_7349	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_27_BD3_1_7349.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-168	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_28_BD4_1_7350	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_28_BD4_1_7350.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-169	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_29_BD5_1_7351	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_29_BD5_1_7351.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
