source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
02052023_Yeast_KO_3Th_2p5ms_KO29_rep03	Saccharomyces cerevisiae	Not available	1	02052023_Yeast_KO_3Th_2p5ms_KO29_rep03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	02052023_Yeast_KO_3Th_2p5ms_KO29_rep03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
02052023_Yeast_KO_3Th_2p5ms_KO33_rep02	Saccharomyces cerevisiae	Not available	1	02052023_Yeast_KO_3Th_2p5ms_KO33_rep02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	02052023_Yeast_KO_3Th_2p5ms_KO33_rep02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
02052023_Yeast_KO_3Th_2p5ms_KO80_rep01	Saccharomyces cerevisiae	Not available	1	02052023_Yeast_KO_3Th_2p5ms_KO80_rep01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	02052023_Yeast_KO_3Th_2p5ms_KO80_rep01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
02052023_Yeast_KO_3Th_2p5ms_KO66_rep01	Saccharomyces cerevisiae	Not available	1	02052023_Yeast_KO_3Th_2p5ms_KO66_rep01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	02052023_Yeast_KO_3Th_2p5ms_KO66_rep01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
02052023_Yeast_KO_3Th_2p5ms_KO14_rep01	Saccharomyces cerevisiae	Not available	1	02052023_Yeast_KO_3Th_2p5ms_KO14_rep01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	02052023_Yeast_KO_3Th_2p5ms_KO14_rep01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
02052023_Yeast_KO_3Th_2p5ms_WTr_rep03_20230504091619	Saccharomyces cerevisiae	Not available	1	02052023_Yeast_KO_3Th_2p5ms_WTr_rep03_20230504091619	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	02052023_Yeast_KO_3Th_2p5ms_WTr_rep03_20230504091619.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
02052023_Yeast_KO_3Th_2p5ms_KO95_rep02	Saccharomyces cerevisiae	Not available	1	02052023_Yeast_KO_3Th_2p5ms_KO95_rep02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	02052023_Yeast_KO_3Th_2p5ms_KO95_rep02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
02052023_Yeast_KO_3Th_2p5ms_KO61_rep01	Saccharomyces cerevisiae	Not available	1	02052023_Yeast_KO_3Th_2p5ms_KO61_rep01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	02052023_Yeast_KO_3Th_2p5ms_KO61_rep01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
02052023_Yeast_KO_3Th_2p5ms_KO9_rep03	Saccharomyces cerevisiae	Not available	1	02052023_Yeast_KO_3Th_2p5ms_KO9_rep03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	02052023_Yeast_KO_3Th_2p5ms_KO9_rep03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
02052023_Yeast_KO_3Th_2p5ms_KO97_rep01	Saccharomyces cerevisiae	Not available	1	02052023_Yeast_KO_3Th_2p5ms_KO97_rep01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	02052023_Yeast_KO_3Th_2p5ms_KO97_rep01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
