source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Yeruva_071618_35_01	Yeruva_071618_35_01	Sus scrofa domesticus	Cecum	not applicable	not available	Metaproteomics_of_Human_Breast_Milk_and_Formula-fed_Neonatal_Piglets	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Cecum	not available	1	Yeruva_071618_35_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	not available	1	1	Yeruva_071618_35_01.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Yeruva_071618_35_04	Yeruva_071618_35_04	Sus scrofa domesticus	Cecum	not applicable	not available	Metaproteomics_of_Human_Breast_Milk_and_Formula-fed_Neonatal_Piglets	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Cecum	not available	1	Yeruva_071618_35_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	not available	1	1	Yeruva_071618_35_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Yeruva_071618_35_08	Yeruva_071618_35_08	Sus scrofa domesticus	Cecum	not applicable	not available	Metaproteomics_of_Human_Breast_Milk_and_Formula-fed_Neonatal_Piglets	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Cecum	not available	1	Yeruva_071618_35_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	not available	1	1	Yeruva_071618_35_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Yeruva_071618_35_10	Yeruva_071618_35_10	Sus scrofa domesticus	Cecum	not applicable	not available	Metaproteomics_of_Human_Breast_Milk_and_Formula-fed_Neonatal_Piglets	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Cecum	not available	1	Yeruva_071618_35_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	not available	1	1	Yeruva_071618_35_10.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Yeruva_071618_35_11	Yeruva_071618_35_11	Sus scrofa domesticus	Cecum	not applicable	not available	Metaproteomics_of_Human_Breast_Milk_and_Formula-fed_Neonatal_Piglets	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Cecum	not available	1	Yeruva_071618_35_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	not available	1	1	Yeruva_071618_35_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Yeruva_071618_36_02	Yeruva_071618_36_02	Sus scrofa domesticus	Cecum	not applicable	not available	Metaproteomics_of_Human_Breast_Milk_and_Formula-fed_Neonatal_Piglets	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Cecum	not available	1	Yeruva_071618_36_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	not available	1	1	Yeruva_071618_36_02.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Yeruva_071618_36_13	Yeruva_071618_36_13	Sus scrofa domesticus	Cecum	not applicable	not available	Metaproteomics_of_Human_Breast_Milk_and_Formula-fed_Neonatal_Piglets	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Cecum	not available	1	Yeruva_071618_36_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	not available	1	1	Yeruva_071618_36_13.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Yeruva_071618_36_18	Yeruva_071618_36_18	Sus scrofa domesticus	Cecum	not applicable	not available	Metaproteomics_of_Human_Breast_Milk_and_Formula-fed_Neonatal_Piglets	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Cecum	not available	1	Yeruva_071618_36_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	not available	1	1	Yeruva_071618_36_18.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Yeruva_071618_37_04	Yeruva_071618_37_04	Sus scrofa domesticus	Cecum	not applicable	not available	Metaproteomics_of_Human_Breast_Milk_and_Formula-fed_Neonatal_Piglets	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Cecum	not available	1	Yeruva_071618_37_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	not available	1	1	Yeruva_071618_37_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Yeruva_071618_37_05	Yeruva_071618_37_05	Sus scrofa domesticus	Cecum	not applicable	not available	Metaproteomics_of_Human_Breast_Milk_and_Formula-fed_Neonatal_Piglets	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Cecum	not available	1	Yeruva_071618_37_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	not available	1	1	Yeruva_071618_37_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
