source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	material type	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism]
PXD030348-Sample-174	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 335	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04393_tg_8months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04393_tg_8months_cortex_2.raw	1	110	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-175	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 336	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04394_tg_8months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04394_tg_8months_cortex_1.raw	1	111	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-176	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 337	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04394_tg_8months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04394_tg_8months_cortex_2.raw	1	112	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-177	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 338	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04409_tg_8months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04409_tg_8months_cortex_1.raw	1	113	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-178	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 339	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04409_tg_8months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04409_tg_8months_cortex_2.raw	1	114	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-179	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 340	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04410_wt_8months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04410_wt_8months_cortex_1.raw	1	115	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-180	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 341	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04410_wt_8months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04410_wt_8months_cortex_2.raw	1	116	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-181	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 342	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04411_wt_8months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04411_wt_8months_cortex_1.raw	1	117	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-182	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 343	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04411_wt_8months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04411_wt_8months_cortex_2.raw	1	118	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-183	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 344	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04426_tg_8months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04426_tg_8months_cortex_1.raw	1	119	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-184	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 345	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04426_tg_8months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04426_tg_8months_cortex_2.raw	1	120	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-185	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 346	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04476_tg_5months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04476_tg_5months_cortex_1.raw	1	121	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-186	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 347	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04476_tg_5months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04476_tg_5months_cortex_2.raw	1	122	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-187	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 348	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04477_tg_5months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04477_tg_5months_cortex_1.raw	1	123	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-188	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 349	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04477_tg_5months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04477_tg_5months_cortex_2.raw	1	124	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-189	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 350	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04478_wt_5months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04478_wt_5months_cortex_1.raw	1	125	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-190	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 351	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04478_wt_5months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04478_wt_5months_cortex_2.raw	1	126	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-191	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 352	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04479_wt_5months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04479_wt_5months_cortex_1.raw	1	127	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-192	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 353	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04479_wt_5months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04479_wt_5months_cortex_2.raw	1	128	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-193	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 354	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04480_tg_5months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04480_tg_5months_cortex_1.raw	1	129	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-194	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 355	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04480_tg_5months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04480_tg_5months_cortex_2.raw	1	130	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-195	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 356	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04481_wt_5months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04481_wt_5months_cortex_1.raw	1	131	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-196	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 357	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04481_wt_5months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04481_wt_5months_cortex_2.raw	1	132	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-197	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 358	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04507_tg_5months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04507_tg_5months_cortex_1.raw	1	133	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-198	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 359	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04507_tg_5months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04507_tg_5months_cortex_2.raw	1	134	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-199	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 360	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04522_wt_5months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04522_wt_5months_cortex_1.raw	1	135	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-200	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 361	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04522_wt_5months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04522_wt_5months_cortex_2.raw	1	136	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-201	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 362	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04523_wt_5months_cortex_1.raw	ANAKIN_20161101_MK_EWB_04523_wt_5months_cortex_1.raw	1	137	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-202	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 363	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161101_MK_EWB_04523_wt_5months_cortex_2.raw	ANAKIN_20161101_MK_EWB_04523_wt_5months_cortex_2.raw	1	138	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
