source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
EcoliSample1	Escherichia coli	not available	not available	1	not available	EcoliSample1Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction12.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	12	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample2	Escherichia coli	not available	not available	1	not available	EcoliSample2Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction7.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	7	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample3	Escherichia coli	not available	not available	1	not available	EcoliSample3Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction14.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	14	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample4	Escherichia coli	not available	not available	1	not available	EcoliSample4Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	2	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample5	Escherichia coli	not available	not available	1	not available	EcoliSample5Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	5	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample6	Escherichia coli	not available	not available	1	not available	EcoliSample6Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	4	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample7	Escherichia coli	not available	not available	1	not available	EcoliSample7Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction13.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	13	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample8	Escherichia coli	not available	not available	1	not available	EcoliSample8Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	1	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample9	Escherichia coli	not available	not available	1	not available	EcoliSample9Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction11.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	11	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample10	Escherichia coli	not available	not available	1	not available	EcoliSample10Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction10.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	10	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample11	Escherichia coli	not available	not available	1	not available	EcoliSample11Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction6.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	6	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample12	Escherichia coli	not available	not available	1	not available	EcoliSample12Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	3	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample13	Escherichia coli	not available	not available	1	not available	EcoliSample13Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction9.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	9	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
EcoliSample14	Escherichia coli	not available	not available	1	not available	EcoliSample14Assay1	proteomic profiling by mass spectrometry	1	SEC_Fraction8.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=not applicable;AC=not applicable	NT=label free sample;AC=MS:1002038	8	NT=electron transfer dissociation;AC=MS:1000598	15 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
