source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
141128_NJ_FB_1.msf	141128_NJ_FB_1.msf	Soil bacterium 10g-05	soil	not applicable	not available	Soil_Metaproteomics_-_The_active_microbial_diversity_drives_ecosystem_multifunctionality_and_is_physiologically_related_to_carbon_availability_in_Mediterranean_semi-arid_soils	soil	soil	not available	not available	not available	not available	soil microbiome	1	141128_NJ_FB_1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	141128_NJ_FB_1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
141128_NJ_FB_1	141128_NJ_FB_1	Soil bacterium 10g-05	soil	not applicable	not available	Soil_Metaproteomics_-_The_active_microbial_diversity_drives_ecosystem_multifunctionality_and_is_physiologically_related_to_carbon_availability_in_Mediterranean_semi-arid_soils	soil	soil	not available	not available	not available	not available	soil microbiome	1	141128_NJ_FB_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	141128_NJ_FB_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
141128_NJ_FB_11.msf	141128_NJ_FB_11.msf	Soil bacterium 10g-05	soil	not applicable	not available	Soil_Metaproteomics_-_The_active_microbial_diversity_drives_ecosystem_multifunctionality_and_is_physiologically_related_to_carbon_availability_in_Mediterranean_semi-arid_soils	soil	soil	not available	not available	not available	not available	soil microbiome	1	141128_NJ_FB_11.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	141128_NJ_FB_11.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
141128_NJ_FB_12	141128_NJ_FB_12	Soil bacterium 10g-05	soil	not applicable	not available	Soil_Metaproteomics_-_The_active_microbial_diversity_drives_ecosystem_multifunctionality_and_is_physiologically_related_to_carbon_availability_in_Mediterranean_semi-arid_soils	soil	soil	not available	not available	not available	not available	soil microbiome	1	141128_NJ_FB_12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	141128_NJ_FB_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
141128_NJ_FB_13	141128_NJ_FB_13	Soil bacterium 10g-05	soil	not applicable	not available	Soil_Metaproteomics_-_The_active_microbial_diversity_drives_ecosystem_multifunctionality_and_is_physiologically_related_to_carbon_availability_in_Mediterranean_semi-arid_soils	soil	soil	not available	not available	not available	not available	soil microbiome	1	141128_NJ_FB_13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	141128_NJ_FB_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
141128_NJ_FB_15.msf	141128_NJ_FB_15.msf	Soil bacterium 10g-05	soil	not applicable	not available	Soil_Metaproteomics_-_The_active_microbial_diversity_drives_ecosystem_multifunctionality_and_is_physiologically_related_to_carbon_availability_in_Mediterranean_semi-arid_soils	soil	soil	not available	not available	not available	not available	soil microbiome	1	141128_NJ_FB_15.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	141128_NJ_FB_15.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
141128_NJ_FB_16.msf	141128_NJ_FB_16.msf	Soil bacterium 10g-05	soil	not applicable	not available	Soil_Metaproteomics_-_The_active_microbial_diversity_drives_ecosystem_multifunctionality_and_is_physiologically_related_to_carbon_availability_in_Mediterranean_semi-arid_soils	soil	soil	not available	not available	not available	not available	soil microbiome	1	141128_NJ_FB_16.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	141128_NJ_FB_16.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
141128_NJ_FB_16	141128_NJ_FB_16	Soil bacterium 10g-05	soil	not applicable	not available	Soil_Metaproteomics_-_The_active_microbial_diversity_drives_ecosystem_multifunctionality_and_is_physiologically_related_to_carbon_availability_in_Mediterranean_semi-arid_soils	soil	soil	not available	not available	not available	not available	soil microbiome	1	141128_NJ_FB_16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	141128_NJ_FB_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
141128_NJ_FB_17	141128_NJ_FB_17	Soil bacterium 10g-05	soil	not applicable	not available	Soil_Metaproteomics_-_The_active_microbial_diversity_drives_ecosystem_multifunctionality_and_is_physiologically_related_to_carbon_availability_in_Mediterranean_semi-arid_soils	soil	soil	not available	not available	not available	not available	soil microbiome	1	141128_NJ_FB_17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	141128_NJ_FB_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
141128_NJ_FB_19	141128_NJ_FB_19	Soil bacterium 10g-05	soil	not applicable	not available	Soil_Metaproteomics_-_The_active_microbial_diversity_drives_ecosystem_multifunctionality_and_is_physiologically_related_to_carbon_availability_in_Mediterranean_semi-arid_soils	soil	soil	not available	not available	not available	not available	soil microbiome	1	141128_NJ_FB_19	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	141128_NJ_FB_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
