source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell type]	material type	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]		comment[file uri]	comment[data file]
PXD016986-Sample-68	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160212_V2_PM3_FB_StM_R32_RZ06_36_2.raw	160212_V2_PM3_FB_StM_R32_RZ06_36_2.raw
PXD016986-Sample-69	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160131_V2_PM3_FB_StM_R30_Hom_12_2.raw	160131_V2_PM3_FB_StM_R30_Hom_12_2.raw
PXD016986-Sample-70	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160205_V2_PM3_FB_StM_R18_RZ20_31_6.raw	160205_V2_PM3_FB_StM_R18_RZ20_31_6.raw
PXD016986-Sample-71	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160216_V2_PM3_FB_StM_R28_RZ07_6_9.raw	160216_V2_PM3_FB_StM_R28_RZ07_6_9.raw
PXD016986-Sample-72	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160218_V2_PM3_FB_StM_R28_RZ10_39_10.raw	160218_V2_PM3_FB_StM_R28_RZ10_39_10.raw
PXD016986-Sample-73	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160213_V2_PM3_FB_StM_R32_RZ18_37_5.raw	160213_V2_PM3_FB_StM_R32_RZ18_37_5.raw
PXD016986-Sample-74	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160206_V2_PM3_FB_StM_R18_Hom_32_5.raw	160206_V2_PM3_FB_StM_R18_Hom_32_5.raw
PXD016986-Sample-75	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160130_V2_PM3_FB_StM_R30_RZ24_28_7.raw	160130_V2_PM3_FB_StM_R30_RZ24_28_7.raw
PXD016986-Sample-76	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160206_V2_PM3_FB_StM_R18_Hom_32_8.raw	160206_V2_PM3_FB_StM_R18_Hom_32_8.raw
PXD016986-Sample-77	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160209_V2_PM3_FB_StM_R18_RZ07_33_5.raw	160209_V2_PM3_FB_StM_R18_RZ07_33_5.raw
PXD016986-Sample-78	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160204_V2_PM3_FB_StM_R18_RZ23_30_10.raw	160204_V2_PM3_FB_StM_R18_RZ23_30_10.raw
PXD016986-Sample-79	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160108_V2_PM3_CH_StM_R27_RZ08_14_2.raw	160108_V2_PM3_CH_StM_R27_RZ08_14_2.raw
PXD016986-Sample-80	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160106_V2_PM3_CH_StM_R27_RZ24_15_7.raw	160106_V2_PM3_CH_StM_R27_RZ24_15_7.raw
PXD016986-Sample-81	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160116_V2_PM3_CH_StM_R31_RZ17_20_7.raw	160116_V2_PM3_CH_StM_R31_RZ17_20_7.raw
PXD016986-Sample-82	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160106_V2_PM3_CH_StM_R27_RZ24_15_3.raw	160106_V2_PM3_CH_StM_R27_RZ24_15_3.raw
PXD016986-Sample-83	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160113_V2_PM3_CH_StM_R31_RZ14_18_9.raw	160113_V2_PM3_CH_StM_R31_RZ14_18_9.raw
PXD016986-Sample-84	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160129_V2_PM3_FB_StM_R30_RZ12_27_3.raw	160129_V2_PM3_FB_StM_R30_RZ12_27_3.raw
PXD016986-Sample-85	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160116_V2_PM3_CH_StM_R31_RZ17_20_3.raw	160116_V2_PM3_CH_StM_R31_RZ17_20_3.raw
PXD016986-Sample-86	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160113_V2_PM3_CH_StM_R31_RZ14_18_4.raw	160113_V2_PM3_CH_StM_R31_RZ14_18_4.raw
PXD016986-Sample-87	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160212_V2_PM3_FB_StM_R32_RZ06_36_6.raw	160212_V2_PM3_FB_StM_R32_RZ06_36_6.raw
PXD016986-Sample-88	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160204_V2_PM3_FB_StM_R18_RZ23_30_8.raw	160204_V2_PM3_FB_StM_R18_RZ23_30_8.raw
PXD016986-Sample-89	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160108_V2_PM3_CH_StM_R27_RZ08_14_6.raw	160108_V2_PM3_CH_StM_R27_RZ08_14_6.raw
PXD016986-Sample-90	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160204_V2_PM3_FB_StM_R18_RZ23_30_1.raw	160204_V2_PM3_FB_StM_R18_RZ23_30_1.raw
PXD016986-Sample-91	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160131_V2_PM3_FB_StM_R30_Hom_12_6.raw	160131_V2_PM3_FB_StM_R30_Hom_12_6.raw
PXD016986-Sample-92	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160216_V2_PM3_FB_StM_R28_RZ07_6_1.raw	160216_V2_PM3_FB_StM_R28_RZ07_6_1.raw
PXD016986-Sample-93	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160109_V2_PM3_CH_StM_R27_RZ22_9_4.raw	160109_V2_PM3_CH_StM_R27_RZ22_9_4.raw
PXD016986-Sample-94	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160131_V2_PM3_FB_StM_R30_Hom_12_7.raw	160131_V2_PM3_FB_StM_R30_Hom_12_7.raw
PXD016986-Sample-95	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160219_V2_PM3_FB_StM_R28_RZ16_40_4.raw	160219_V2_PM3_FB_StM_R28_RZ16_40_4.raw
PXD016986-Sample-96	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160215_V2_PM3_FB_StM_R32_RZ08_35_1.raw	160215_V2_PM3_FB_StM_R32_RZ08_35_1.raw
PXD016986-Sample-97	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160127_V2_PM3_fb_StM_R30_RZ15_25_10.raw	160127_V2_PM3_fb_StM_R30_RZ15_25_10.raw
PXD016986-Sample-98	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160114_V2_PM3_CH_StM_R31_Hom_19_5.raw	160114_V2_PM3_CH_StM_R31_Hom_19_5.raw
