source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell type]	material type	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]		comment[file uri]	comment[data file]
PXD016986-Sample-190	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160203_V2_PM3_FB_StM_R18_RZ08_29_5.raw	160203_V2_PM3_FB_StM_R18_RZ08_29_5.raw
PXD016986-Sample-191	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160125_V2_PM3_CH_StM_R29_RZ07_8.raw	160125_V2_PM3_CH_StM_R29_RZ07_8.raw
PXD016986-Sample-192	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160130_V2_PM3_FB_StM_R30_RZ24_28_5.raw	160130_V2_PM3_FB_StM_R30_RZ24_28_5.raw
PXD016986-Sample-193	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160216_V2_PM3_FB_StM_R28_RZ07_6_6.raw	160216_V2_PM3_FB_StM_R28_RZ07_6_6.raw
PXD016986-Sample-194	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160205_V2_PM3_FB_StM_R18_RZ20_31_5.raw	160205_V2_PM3_FB_StM_R18_RZ20_31_5.raw
PXD016986-Sample-195	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160116_V2_PM3_CH_StM_R31_RZ17_20_5.raw	160116_V2_PM3_CH_StM_R31_RZ17_20_5.raw
PXD016986-Sample-196	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160217_V2_PM3_FB_StM_R28_RZ24_7_4.raw	160217_V2_PM3_FB_StM_R28_RZ24_7_4.raw
PXD016986-Sample-197	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160215_V2_PM3_FB_StM_R32_RZ08_35_7.raw	160215_V2_PM3_FB_StM_R32_RZ08_35_7.raw
PXD016986-Sample-198	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160119_V2_PM3_CH_StM_R29_Hom_13_9.raw	160119_V2_PM3_CH_StM_R29_Hom_13_9.raw
PXD016986-Sample-199	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160110_V2_PM3_CH_StM_R27_RZ10_16_5.raw	160110_V2_PM3_CH_StM_R27_RZ10_16_5.raw
PXD016986-Sample-200	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160104_V2_PM3_CH_StM_R27_Hom_5_6.raw	160104_V2_PM3_CH_StM_R27_Hom_5_6.raw
PXD016986-Sample-201	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160116_V2_PM3_CH_StM_R31_RZ17_20_4.raw	160116_V2_PM3_CH_StM_R31_RZ17_20_4.raw
PXD016986-Sample-202	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160120_V2_PM3_CH_StM_R29_RZ09_22_9.raw	160120_V2_PM3_CH_StM_R29_RZ09_22_9.raw
PXD016986-Sample-203	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160212_V2_PM3_FB_StM_R32_RZ06_36_1.raw	160212_V2_PM3_FB_StM_R32_RZ06_36_1.raw
PXD016986-Sample-204	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160215_V2_PM3_FB_StM_R32_RZ08_35_6.raw	160215_V2_PM3_FB_StM_R32_RZ08_35_6.raw
PXD016986-Sample-205	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160113_V2_PM3_CH_StM_R31_RZ14_18_10.raw	160113_V2_PM3_CH_StM_R31_RZ14_18_10.raw
PXD016986-Sample-206	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160128_V2_PM3_FB_StM_R30_RZ23_26_9.raw	160128_V2_PM3_FB_StM_R30_RZ23_26_9.raw
PXD016986-Sample-207	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160109_V2_PM3_CH_StM_R27_RZ22_9_3.raw	160109_V2_PM3_CH_StM_R27_RZ22_9_3.raw
PXD016986-Sample-208	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160106_V2_PM3_CH_StM_R27_RZ24_15_6.raw	160106_V2_PM3_CH_StM_R27_RZ24_15_6.raw
PXD016986-Sample-209	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160125_V2_PM3_CH_StM_R29_RZ07_9.raw	160125_V2_PM3_CH_StM_R29_RZ07_9.raw
PXD016986-Sample-210	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160205_V2_PM3_FB_StM_R18_RZ20_31_4.raw	160205_V2_PM3_FB_StM_R18_RZ20_31_4.raw
PXD016986-Sample-211	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160214_V2_PM3_FB_StM_R32_RZ09_38_1.raw	160214_V2_PM3_FB_StM_R32_RZ09_38_1.raw
PXD016986-Sample-212	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160220_V2_PM3_FB_StM_R28_Hom_8_9.raw	160220_V2_PM3_FB_StM_R28_Hom_8_9.raw
PXD016986-Sample-213	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160213_V2_PM3_FB_StM_R32_RZ18_37_2.raw	160213_V2_PM3_FB_StM_R32_RZ18_37_2.raw
PXD016986-Sample-214	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160219_V2_PM3_FB_StM_R28_RZ16_40_10.raw	160219_V2_PM3_FB_StM_R28_RZ16_40_10.raw
PXD016986-Sample-215	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160217_V2_PM3_FB_StM_R28_RZ24_7_5.raw	160217_V2_PM3_FB_StM_R28_RZ24_7_5.raw
PXD016986-Sample-216	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160214_V2_PM3_FB_StM_R32_RZ09_38_8.raw	160214_V2_PM3_FB_StM_R32_RZ09_38_8.raw
PXD016986-Sample-217	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160106_V2_PM3_CH_StM_R27_RZ24_15_4.raw	160106_V2_PM3_CH_StM_R27_RZ24_15_4.raw
PXD016986-Sample-218	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160127_V2_PM3_fb_StM_R30_RZ15_25_3.raw	160127_V2_PM3_fb_StM_R30_RZ15_25_3.raw
PXD016986-Sample-219	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160131_V2_PM3_FB_StM_R30_Hom_12_1.raw	160131_V2_PM3_FB_StM_R30_Hom_12_1.raw
PXD016986-Sample-220	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160127_V2_PM3_fb_StM_R30_RZ15_25_8.raw	160127_V2_PM3_fb_StM_R30_RZ15_25_8.raw
