source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Blastocystis.sp.st4extraitNCBI-serie110-5-tube10r1_mascot_daemon_merge	Blastocystis.sp.st4extraitNCBI-serie110-5-tube10r1_mascot_daemon_merge	Blastocystis	feces	not applicable	not available	Proteogenomic_of_Blastocystis_sp._subtype_4_isolate_WR1	feces	feces	not available	not available	not available	not available	gut microbiome	Blastocystis	feces	not available	1	Blastocystis.sp.st4extraitNCBI-serie110-5-tube10r1_mascot_daemon_merge	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	Blastocystis.sp.st4extraitNCBI-serie110-5-tube10r1_mascot_daemon_merge.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Blastocystis.sp.st4extraitNCBI-serie110-5-tube10r3_mascot_daemon_merge	Blastocystis.sp.st4extraitNCBI-serie110-5-tube10r3_mascot_daemon_merge	Blastocystis	feces	not applicable	not available	Proteogenomic_of_Blastocystis_sp._subtype_4_isolate_WR1	feces	feces	not available	not available	not available	not available	gut microbiome	Blastocystis	feces	not available	1	Blastocystis.sp.st4extraitNCBI-serie110-5-tube10r3_mascot_daemon_merge	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	Blastocystis.sp.st4extraitNCBI-serie110-5-tube10r3_mascot_daemon_merge.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Blastocystis.sp.st4extraitNCBI-serie127-4-tube2r3_mascot_daemon_merge	Blastocystis.sp.st4extraitNCBI-serie127-4-tube2r3_mascot_daemon_merge	Blastocystis	feces	not applicable	not available	Proteogenomic_of_Blastocystis_sp._subtype_4_isolate_WR1	feces	feces	not available	not available	not available	not available	gut microbiome	Blastocystis	feces	not available	1	Blastocystis.sp.st4extraitNCBI-serie127-4-tube2r3_mascot_daemon_merge	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	Blastocystis.sp.st4extraitNCBI-serie127-4-tube2r3_mascot_daemon_merge.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Blastocystis.sp.st4extraitNCBI-serie1274-tube2r1_mascot_daemon_merge	Blastocystis.sp.st4extraitNCBI-serie1274-tube2r1_mascot_daemon_merge	Blastocystis	feces	not applicable	not available	Proteogenomic_of_Blastocystis_sp._subtype_4_isolate_WR1	feces	feces	not available	not available	not available	not available	gut microbiome	Blastocystis	feces	not available	1	Blastocystis.sp.st4extraitNCBI-serie1274-tube2r1_mascot_daemon_merge	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	Blastocystis.sp.st4extraitNCBI-serie1274-tube2r1_mascot_daemon_merge.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Blastocystis.sp.st4extraitNCBI-serie210-5-tube14r1_mascot_daemon_merge	Blastocystis.sp.st4extraitNCBI-serie210-5-tube14r1_mascot_daemon_merge	Blastocystis	feces	not applicable	not available	Proteogenomic_of_Blastocystis_sp._subtype_4_isolate_WR1	feces	feces	not available	not available	not available	not available	gut microbiome	Blastocystis	feces	not available	1	Blastocystis.sp.st4extraitNCBI-serie210-5-tube14r1_mascot_daemon_merge	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	Blastocystis.sp.st4extraitNCBI-serie210-5-tube14r1_mascot_daemon_merge.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Blastocystis.sp.st4extraitNCBI-serie210-5-tube14r3_mascot_daemon_merge	Blastocystis.sp.st4extraitNCBI-serie210-5-tube14r3_mascot_daemon_merge	Blastocystis	feces	not applicable	not available	Proteogenomic_of_Blastocystis_sp._subtype_4_isolate_WR1	feces	feces	not available	not available	not available	not available	gut microbiome	Blastocystis	feces	not available	1	Blastocystis.sp.st4extraitNCBI-serie210-5-tube14r3_mascot_daemon_merge	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	Blastocystis.sp.st4extraitNCBI-serie210-5-tube14r3_mascot_daemon_merge.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Blastocystis.sp.st4extraitNCBI-serie227-4-tube6r1_mascot_daemon_merge	Blastocystis.sp.st4extraitNCBI-serie227-4-tube6r1_mascot_daemon_merge	Blastocystis	feces	not applicable	not available	Proteogenomic_of_Blastocystis_sp._subtype_4_isolate_WR1	feces	feces	not available	not available	not available	not available	gut microbiome	Blastocystis	feces	not available	1	Blastocystis.sp.st4extraitNCBI-serie227-4-tube6r1_mascot_daemon_merge	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	Blastocystis.sp.st4extraitNCBI-serie227-4-tube6r1_mascot_daemon_merge.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Blastocystis.sp.st4extraitNCBI-serie227-4-tube6r3_mascot_daemon_merge	Blastocystis.sp.st4extraitNCBI-serie227-4-tube6r3_mascot_daemon_merge	Blastocystis	feces	not applicable	not available	Proteogenomic_of_Blastocystis_sp._subtype_4_isolate_WR1	feces	feces	not available	not available	not available	not available	gut microbiome	Blastocystis	feces	not available	1	Blastocystis.sp.st4extraitNCBI-serie227-4-tube6r3_mascot_daemon_merge	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	Blastocystis.sp.st4extraitNCBI-serie227-4-tube6r3_mascot_daemon_merge.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
F207606	F207606	Blastocystis	feces	not applicable	not available	Proteogenomic_of_Blastocystis_sp._subtype_4_isolate_WR1	feces	feces	not available	not available	not available	not available	gut microbiome	Blastocystis	feces	not available	1	F207606	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	F207606.mzid	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
F207607	F207607	Blastocystis	feces	not applicable	not available	Proteogenomic_of_Blastocystis_sp._subtype_4_isolate_WR1	feces	feces	not available	not available	not available	not available	gut microbiome	Blastocystis	feces	not available	1	F207607	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	F207607.mzid	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
