source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Bacillus cereus atcc 10987	not available	not available	1	not available	not available	not available	not available	not available	Assay1	proteomic profiling by mass spectrometry	1	1081_2017_ZBS6_cProt-025_10Tryp.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy c-trap dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample2	Bacillus cereus atcc 10987	not available	not available	1	not available	not available	not available	not available	not available	Assay2	proteomic profiling by mass spectrometry	1	1336_2018_Microbiome-ATCC_iST_3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy c-trap dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample3	Bacillus cereus atcc 10987	not available	not available	1	not available	not available	not available	not available	not available	Assay3	proteomic profiling by mass spectrometry	1	980_ZBS6_optSPEED_Ecoli_TFA_5min.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy c-trap dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample4	Bacillus cereus atcc 10987	not available	not available	1	not available	not available	not available	not available	not available	Assay4	proteomic profiling by mass spectrometry	1	232_2018_ZBS6_HeLa_SPEED_3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy c-trap dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample5	Bacillus cereus atcc 10987	not available	not available	1	not available	not available	not available	not available	not available	Assay5	proteomic profiling by mass spectrometry	1	HeLa_2h_direct-inj_1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy c-trap dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample6	Bacillus cereus atcc 10987	not available	not available	1	not available	not available	not available	not available	not available	Assay6	proteomic profiling by mass spectrometry	1	1586_2018_Saureus_Fraktion_6.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy c-trap dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample7	Bacillus cereus atcc 10987	not available	not available	1	not available	not available	not available	not available	not available	Assay7	proteomic profiling by mass spectrometry	1	228_2018_ZBS6_HeLa_FASP_3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy c-trap dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample8	Bacillus cereus atcc 10987	not available	not available	1	not available	not available	not available	not available	not available	Assay8	proteomic profiling by mass spectrometry	1	477_2018_ZBS6_SPEED_Lunge_3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy c-trap dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample9	Bacillus cereus atcc 10987	not available	not available	1	not available	not available	not available	not available	not available	Assay9	proteomic profiling by mass spectrometry	1	129_2018_ZBS6_Ecoli_SPEED_1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy c-trap dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Sample10	Bacillus cereus atcc 10987	not available	not available	1	not available	not available	not available	not available	not available	Assay10	proteomic profiling by mass spectrometry	1	450_2018_ZBS6_Ecoli_1ug_SP3_2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy c-trap dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
