source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
RPS5_WT_1	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20250530_009_S950061_RPS5_WT_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=asp-n;AC=MS:1001304	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethylation of cysteines;NT=Methionine oxidation;NT=N-terminal acetylation;NT=Phosphorylation of serine, threonine and tyrosine
RPS4B_KD_3	Escherichia coli	not available	not available	3	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20250617_004_S961318_RPS4B_KD_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=asp-n;AC=MS:1001304	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethylation of cysteines;NT=Methionine oxidation;NT=N-terminal acetylation;NT=Phosphorylation of serine, threonine and tyrosine
RPS5_KD_2	Escherichia coli	not available	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20250530_013_S950065_RPS5_KD_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=asp-n;AC=MS:1001304	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethylation of cysteines;NT=Methionine oxidation;NT=N-terminal acetylation;NT=Phosphorylation of serine, threonine and tyrosine
RPS5_WT_3	Escherichia coli	not available	not available	3	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20250530_011_S950063_RPS5_WT_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=asp-n;AC=MS:1001304	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethylation of cysteines;NT=Methionine oxidation;NT=N-terminal acetylation;NT=Phosphorylation of serine, threonine and tyrosine
RPS5_KD_3	Escherichia coli	not available	not available	3	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20250530_014_S950066_RPS5_KD_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=asp-n;AC=MS:1001304	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethylation of cysteines;NT=Methionine oxidation;NT=N-terminal acetylation;NT=Phosphorylation of serine, threonine and tyrosine
RPS4B_WT_3	Escherichia coli	not available	not available	3	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20250617_011_S961324_RPS4B_WT_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=asp-n;AC=MS:1001304	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethylation of cysteines;NT=Methionine oxidation;NT=N-terminal acetylation;NT=Phosphorylation of serine, threonine and tyrosine
RPS4B_WT_1	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20250617_009_S961322_RPS4B_WT_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=asp-n;AC=MS:1001304	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethylation of cysteines;NT=Methionine oxidation;NT=N-terminal acetylation;NT=Phosphorylation of serine, threonine and tyrosine
RPS4B_KD_2	Escherichia coli	not available	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20250617_003_S961317_RPS4B_KD_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=asp-n;AC=MS:1001304	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethylation of cysteines;NT=Methionine oxidation;NT=N-terminal acetylation;NT=Phosphorylation of serine, threonine and tyrosine
RPS4B_KD_1	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20250617_002_S961316_RPS4B_KD_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=asp-n;AC=MS:1001304	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethylation of cysteines;NT=Methionine oxidation;NT=N-terminal acetylation;NT=Phosphorylation of serine, threonine and tyrosine
RPS4B_WT_2	Escherichia coli	not available	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20250617_010_S961323_RPS4B_WT_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=asp-n;AC=MS:1001304	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethylation of cysteines;NT=Methionine oxidation;NT=N-terminal acetylation;NT=Phosphorylation of serine, threonine and tyrosine
RPS5_WT_2	Escherichia coli	not available	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20250530_010_S950062_RPS5_WT_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=asp-n;AC=MS:1001304	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethylation of cysteines;NT=Methionine oxidation;NT=N-terminal acetylation;NT=Phosphorylation of serine, threonine and tyrosine
RPS5_KD_1	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20250530_012_S950064_RPS5_KD_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=asp-n;AC=MS:1001304	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethylation of cysteines;NT=Methionine oxidation;NT=N-terminal acetylation;NT=Phosphorylation of serine, threonine and tyrosine
