source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Ecoli_UPS_2_01	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	20211102-2044_LUM2_1000483_FKJ_JB_Ecoli_UPS_2_01	proteomic profiling by mass spectrometry	1	20211102-2044_LUM2_1000483_FKJ_JB_Ecoli_UPS_2_01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not applicable	not applicable	not applicable	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_UPS_6_01	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	20211102-1817_LUM2_1000467_FKJ_JB_Ecoli_UPS_6_01	proteomic profiling by mass spectrometry	1	20211102-1817_LUM2_1000467_FKJ_JB_Ecoli_UPS_6_01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not applicable	not applicable	not applicable	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_UPS_8_03	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	20211102-1722_LUM2_1000461_FKJ_JB_Ecoli_UPS_8_03	proteomic profiling by mass spectrometry	1	20211102-1722_LUM2_1000461_FKJ_JB_Ecoli_UPS_8_03.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not applicable	not applicable	not applicable	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_UPS_6_02	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	20211102-1827_LUM2_1000468_FKJ_JB_Ecoli_UPS_6_02	proteomic profiling by mass spectrometry	1	20211102-1827_LUM2_1000468_FKJ_JB_Ecoli_UPS_6_02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not applicable	not applicable	not applicable	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_UPS_8_02	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	20211102-1713_LUM2_1000460_FKJ_JB_Ecoli_UPS_8_02	proteomic profiling by mass spectrometry	1	20211102-1713_LUM2_1000460_FKJ_JB_Ecoli_UPS_8_02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not applicable	not applicable	not applicable	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_UPS_4_03	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	20211102-1949_LUM2_1000477_FKJ_JB_Ecoli_UPS_4_03	proteomic profiling by mass spectrometry	1	20211102-1949_LUM2_1000477_FKJ_JB_Ecoli_UPS_4_03.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not applicable	not applicable	not applicable	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_UPS_3_02	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	20211102-2017_LUM2_1000480_FKJ_JB_Ecoli_UPS_3_02	proteomic profiling by mass spectrometry	1	20211102-2017_LUM2_1000480_FKJ_JB_Ecoli_UPS_3_02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not applicable	not applicable	not applicable	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_UPS_1_01	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	20211102-1627_LUM2_1000455_FKJ_JB_Ecoli_UPS_1_01	proteomic profiling by mass spectrometry	1	20211102-1627_LUM2_1000455_FKJ_JB_Ecoli_UPS_1_01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not applicable	not applicable	not applicable	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_UPS_2_03	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	20211102-2103_LUM2_1000485_FKJ_JB_Ecoli_UPS_2_03	proteomic profiling by mass spectrometry	1	20211102-2103_LUM2_1000485_FKJ_JB_Ecoli_UPS_2_03.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not applicable	not applicable	not applicable	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_UPS_1_03	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	20211102-1645_LUM2_1000457_FKJ_JB_Ecoli_UPS_1_03	proteomic profiling by mass spectrometry	1	20211102-1645_LUM2_1000457_FKJ_JB_Ecoli_UPS_1_03.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not applicable	not applicable	not applicable	not available	NT=ms-proteomics;VV=v1.1.0
