source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
120608_o1_04_ph120606_ot_Tau_1	ostreococcus tauri	cell culture	not applicable	1	normal	tissue	120608_o1_04_ph120606_ot_Tau_1.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/10/PXD000378/120608_o1_04_ph120606_ot_Tau_1.RAW	v3.0.0	ms-proteomics v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	1	7 ppm	0.4 Da	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T,Y;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=X;PP=Protein N-term
120609_o1_06_ph120606_ot_Tau_2	ostreococcus tauri	cell culture	not applicable	2	normal	tissue	120609_o1_06_ph120606_ot_Tau_2.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/10/PXD000378/120609_o1_06_ph120606_ot_Tau_2.RAW	v3.0.0	ms-proteomics v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	1	7 ppm	0.4 Da	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T,Y;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=X;PP=Protein N-term
120608_o1_05_ph120606_ot_Tau_3	ostreococcus tauri	cell culture	not applicable	3	normal	tissue	120608_o1_05_ph120606_ot_Tau_3.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/10/PXD000378/120608_o1_05_ph120606_ot_Tau_3.RAW	v3.0.0	ms-proteomics v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	1	7 ppm	0.4 Da	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T,Y;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=X;PP=Protein N-term
120608_o1_12_ph120606_ot_Tau_4	ostreococcus tauri	cell culture	not applicable	4	normal	tissue	120608_o1_12_ph120606_ot_Tau_4.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/10/PXD000378/120608_o1_12_ph120606_ot_Tau_4.RAW	v3.0.0	ms-proteomics v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	1	7 ppm	0.4 Da	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T,Y;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=X;PP=Protein N-term
120609_o1_10_ph120606_ot_Tau_5	ostreococcus tauri	cell culture	not applicable	5	normal	tissue	120609_o1_10_ph120606_ot_Tau_5.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/10/PXD000378/120609_o1_10_ph120606_ot_Tau_5.RAW	v3.0.0	ms-proteomics v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	1	7 ppm	0.4 Da	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T,Y;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=X;PP=Protein N-term
