source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
P.aeruginosa_control_C	Pseudomonas aeruginosa pao1	Not available	1	P.aeruginosa_control_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	P.aeruginosa_control_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
S.aureus_CFS_C	Pseudomonas aeruginosa pao1	Not available	1	S.aureus_CFS_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	S.aureus_CFS_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
P.aeruginosa_control_B	Pseudomonas aeruginosa pao1	Not available	1	P.aeruginosa_control_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	P.aeruginosa_control_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
S.aureus_CTRL_D	Pseudomonas aeruginosa pao1	Not available	1	S.aureus_CTRL_D	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	S.aureus_CTRL_D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
P.aeruginosa_CFS_C	Pseudomonas aeruginosa pao1	Not available	1	P.aeruginosa_CFS_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	P.aeruginosa_CFS_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
S.aureus_CFS_A	Pseudomonas aeruginosa pao1	Not available	1	S.aureus_CFS_A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	S.aureus_CFS_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
S.aureus_LA_D	Pseudomonas aeruginosa pao1	Not available	1	S.aureus_LA_D	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	S.aureus_LA_D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
S.aureus_LA_B	Pseudomonas aeruginosa pao1	Not available	1	S.aureus_LA_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	S.aureus_LA_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
P.aeruginosa_LA_B	Pseudomonas aeruginosa pao1	Not available	1	P.aeruginosa_LA_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	P.aeruginosa_LA_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
S.aureus_LA_C	Pseudomonas aeruginosa pao1	Not available	1	S.aureus_LA_C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	S.aureus_LA_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
