source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
121004_RBC8_MG_n15	Homo sapiens	not available	not applicable	not available	1	121004_RBC8_MG_n15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	121004_RBC8_MG_n15.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000434/121004_RBC8_MG_n15.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120409_RBC7_MT_pre_Fr15	Homo sapiens	not available	not applicable	not available	1	120409_RBC7_MT_pre_Fr15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	120409_RBC7_MT_pre_Fr15.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000434/120409_RBC7_MT_pre_Fr15.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120209_RBC6_ST_depl_Fr1_6	Homo sapiens	not available	not applicable	not available	1	120209_RBC6_ST_depl_Fr1_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	120209_RBC6_ST_depl_Fr1_6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000434/120209_RBC6_ST_depl_Fr1_6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120317_RBC7_SG_depl_Fr19	Homo sapiens	not available	not applicable	not available	1	120317_RBC7_SG_depl_Fr19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	120317_RBC7_SG_depl_Fr19.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000434/120317_RBC7_SG_depl_Fr19.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120330_RBC7_ST_pre_Fr12	Homo sapiens	not available	not applicable	not available	1	120330_RBC7_ST_pre_Fr12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	120330_RBC7_ST_pre_Fr12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000434/120330_RBC7_ST_pre_Fr12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120212_RBC6_ST_Fr10_11	Homo sapiens	not available	not applicable	not available	1	120212_RBC6_ST_Fr10_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	120212_RBC6_ST_Fr10_11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000434/120212_RBC6_ST_Fr10_11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121017_RBC8_ST_pre_n18	Homo sapiens	not available	not applicable	not available	1	121017_RBC8_ST_pre_n18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	121017_RBC8_ST_pre_n18.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000434/121017_RBC8_ST_pre_n18.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
111205_RBC5_ST_Fr20	Homo sapiens	not available	not applicable	not available	1	111205_RBC5_ST_Fr20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	111205_RBC5_ST_Fr20.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000434/111205_RBC5_ST_Fr20.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120212_RBC6_ST_Fr15	Homo sapiens	not available	not applicable	not available	1	120212_RBC6_ST_Fr15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	120212_RBC6_ST_Fr15.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000434/120212_RBC6_ST_Fr15.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120209_RBC6_ST_depl_Fr16	Homo sapiens	not available	not applicable	not available	1	120209_RBC6_ST_depl_Fr16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	120209_RBC6_ST_depl_Fr16.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000434/120209_RBC6_ST_depl_Fr16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
