source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[depth]	characteristics[soil type]	characteristics[soil texture]	characteristics[current land use]	characteristics[current vegetation]	characteristics[microbiome source]	characteristics[sample storage]	characteristics[sieving]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[metagenome accession]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[sample name]
MinT_Kans_No_Gly_pool	MinT_Kans_No_Gly_pool	soil metagenome	not applicable	not applicable	not applicable	MSV000086336_Kaiko_Kansas_soil	grassland soil	Konza Prairie Biological Station, Flint Hills, Kansas, USA	not available	pooled native prairie soil from three Konza Prairie Biological Station field sites (Chowdhury sites A/B/C), 0-15 cm; 2 mm sieved; 10 g aliquots extracted by Soil MPLex; peptides combined into one sample; no glycine amendment	8 cm	chernozem	0 silty clay loam	native tallgrass prairie (undisturbed by agriculture)	prairie	native Kansas tallgrass prairie soil microbiome (pooled three KPBS sites)	-80°C	2 mm mesh	1	MinT_Kans_No_Gly_pool_01_Qexactive_22May15_Arwen_14-12-03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	not available	1	1	MinT_Kans_No_Gly_pool_01_Qexactive_22May15_Arwen_14-12-03.raw	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	MinT_Kans_No_Gly_pool
MinT_Kans_No_Gly_pool	MinT_Kans_No_Gly_pool	soil metagenome	not applicable	not applicable	not applicable	MSV000086336_Kaiko_Kansas_soil	grassland soil	Konza Prairie Biological Station, Flint Hills, Kansas, USA	not available	pooled native prairie soil from three Konza Prairie Biological Station field sites (Chowdhury sites A/B/C), 0-15 cm; 2 mm sieved; 10 g aliquots extracted by Soil MPLex; peptides combined into one sample; no glycine amendment	8 cm	chernozem	0 silty clay loam	native tallgrass prairie (undisturbed by agriculture)	prairie	native Kansas tallgrass prairie soil microbiome (pooled three KPBS sites)	-80°C	2 mm mesh	1	MinT_Kans_No_Gly_pool_02_Qexactive_22May15_Arwen_14-12-03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	not available	2	1	MinT_Kans_No_Gly_pool_02_Qexactive_22May15_Arwen_14-12-03.raw	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	MinT_Kans_No_Gly_pool
MinT_Kans_No_Gly_pool	MinT_Kans_No_Gly_pool	soil metagenome	not applicable	not applicable	not applicable	MSV000086336_Kaiko_Kansas_soil	grassland soil	Konza Prairie Biological Station, Flint Hills, Kansas, USA	not available	pooled native prairie soil from three Konza Prairie Biological Station field sites (Chowdhury sites A/B/C), 0-15 cm; 2 mm sieved; 10 g aliquots extracted by Soil MPLex; peptides combined into one sample; no glycine amendment	8 cm	chernozem	0 silty clay loam	native tallgrass prairie (undisturbed by agriculture)	prairie	native Kansas tallgrass prairie soil microbiome (pooled three KPBS sites)	-80°C	2 mm mesh	1	MinT_Kans_No_Gly_pool_03_Qexactive_22May15_Arwen_14-12-03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	not available	3	1	MinT_Kans_No_Gly_pool_03_Qexactive_22May15_Arwen_14-12-03.raw	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	MinT_Kans_No_Gly_pool
MinT_Kans_No_Gly_pool	MinT_Kans_No_Gly_pool	soil metagenome	not applicable	not applicable	not applicable	MSV000086336_Kaiko_Kansas_soil	grassland soil	Konza Prairie Biological Station, Flint Hills, Kansas, USA	not available	pooled native prairie soil from three Konza Prairie Biological Station field sites (Chowdhury sites A/B/C), 0-15 cm; 2 mm sieved; 10 g aliquots extracted by Soil MPLex; peptides combined into one sample; no glycine amendment	8 cm	chernozem	0 silty clay loam	native tallgrass prairie (undisturbed by agriculture)	prairie	native Kansas tallgrass prairie soil microbiome (pooled three KPBS sites)	-80°C	2 mm mesh	1	MinT_Kans_No_Gly_pool_04_Qexactive_22May15_Arwen_14-12-03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	not available	4	1	MinT_Kans_No_Gly_pool_04_Qexactive_22May15_Arwen_14-12-03.raw	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	MinT_Kans_No_Gly_pool
MinT_Kans_No_Gly_pool	MinT_Kans_No_Gly_pool	soil metagenome	not applicable	not applicable	not applicable	MSV000086336_Kaiko_Kansas_soil	grassland soil	Konza Prairie Biological Station, Flint Hills, Kansas, USA	not available	pooled native prairie soil from three Konza Prairie Biological Station field sites (Chowdhury sites A/B/C), 0-15 cm; 2 mm sieved; 10 g aliquots extracted by Soil MPLex; peptides combined into one sample; no glycine amendment	8 cm	chernozem	0 silty clay loam	native tallgrass prairie (undisturbed by agriculture)	prairie	native Kansas tallgrass prairie soil microbiome (pooled three KPBS sites)	-80°C	2 mm mesh	1	MinT_Kans_No_Gly_pool_05_Qexactive_22May15_Arwen_14-12-03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	not available	5	1	MinT_Kans_No_Gly_pool_05_Qexactive_22May15_Arwen_14-12-03.raw	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	MinT_Kans_No_Gly_pool
MinT_Kans_No_Gly_pool	MinT_Kans_No_Gly_pool	soil metagenome	not applicable	not applicable	not applicable	MSV000086336_Kaiko_Kansas_soil	grassland soil	Konza Prairie Biological Station, Flint Hills, Kansas, USA	not available	pooled native prairie soil from three Konza Prairie Biological Station field sites (Chowdhury sites A/B/C), 0-15 cm; 2 mm sieved; 10 g aliquots extracted by Soil MPLex; peptides combined into one sample; no glycine amendment	8 cm	chernozem	0 silty clay loam	native tallgrass prairie (undisturbed by agriculture)	prairie	native Kansas tallgrass prairie soil microbiome (pooled three KPBS sites)	-80°C	2 mm mesh	1	MinT_Kans_No_Gly_pool_06_Qexactive_22May15_Arwen_14-12-03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	not available	6	1	MinT_Kans_No_Gly_pool_06_Qexactive_22May15_Arwen_14-12-03.raw	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	MinT_Kans_No_Gly_pool
MinT_Kans_No_Gly_pool	MinT_Kans_No_Gly_pool	soil metagenome	not applicable	not applicable	not applicable	MSV000086336_Kaiko_Kansas_soil	grassland soil	Konza Prairie Biological Station, Flint Hills, Kansas, USA	not available	pooled native prairie soil from three Konza Prairie Biological Station field sites (Chowdhury sites A/B/C), 0-15 cm; 2 mm sieved; 10 g aliquots extracted by Soil MPLex; peptides combined into one sample; no glycine amendment	8 cm	chernozem	0 silty clay loam	native tallgrass prairie (undisturbed by agriculture)	prairie	native Kansas tallgrass prairie soil microbiome (pooled three KPBS sites)	-80°C	2 mm mesh	1	MinT_Kans_No_Gly_pool_07_Qexactive_22May15_Arwen_14-12-03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	not available	7	1	MinT_Kans_No_Gly_pool_07_Qexactive_22May15_Arwen_14-12-03.raw	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	MinT_Kans_No_Gly_pool
MinT_Kans_No_Gly_pool	MinT_Kans_No_Gly_pool	soil metagenome	not applicable	not applicable	not applicable	MSV000086336_Kaiko_Kansas_soil	grassland soil	Konza Prairie Biological Station, Flint Hills, Kansas, USA	not available	pooled native prairie soil from three Konza Prairie Biological Station field sites (Chowdhury sites A/B/C), 0-15 cm; 2 mm sieved; 10 g aliquots extracted by Soil MPLex; peptides combined into one sample; no glycine amendment	8 cm	chernozem	0 silty clay loam	native tallgrass prairie (undisturbed by agriculture)	prairie	native Kansas tallgrass prairie soil microbiome (pooled three KPBS sites)	-80°C	2 mm mesh	1	MinT_Kans_No_Gly_pool_08_Qexactive_22May15_Arwen_14-12-03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	not available	8	1	MinT_Kans_No_Gly_pool_08_Qexactive_22May15_Arwen_14-12-03.raw	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	MinT_Kans_No_Gly_pool
MinT_Kans_No_Gly_pool	MinT_Kans_No_Gly_pool	soil metagenome	not applicable	not applicable	not applicable	MSV000086336_Kaiko_Kansas_soil	grassland soil	Konza Prairie Biological Station, Flint Hills, Kansas, USA	not available	pooled native prairie soil from three Konza Prairie Biological Station field sites (Chowdhury sites A/B/C), 0-15 cm; 2 mm sieved; 10 g aliquots extracted by Soil MPLex; peptides combined into one sample; no glycine amendment	8 cm	chernozem	0 silty clay loam	native tallgrass prairie (undisturbed by agriculture)	prairie	native Kansas tallgrass prairie soil microbiome (pooled three KPBS sites)	-80°C	2 mm mesh	1	MinT_Kans_No_Gly_pool_09_Qexactive_22May15_Arwen_14-12-03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	not available	9	1	MinT_Kans_No_Gly_pool_09_Qexactive_22May15_Arwen_14-12-03.raw	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	MinT_Kans_No_Gly_pool
MinT_Kans_No_Gly_pool	MinT_Kans_No_Gly_pool	soil metagenome	not applicable	not applicable	not applicable	MSV000086336_Kaiko_Kansas_soil	grassland soil	Konza Prairie Biological Station, Flint Hills, Kansas, USA	not available	pooled native prairie soil from three Konza Prairie Biological Station field sites (Chowdhury sites A/B/C), 0-15 cm; 2 mm sieved; 10 g aliquots extracted by Soil MPLex; peptides combined into one sample; no glycine amendment	8 cm	chernozem	0 silty clay loam	native tallgrass prairie (undisturbed by agriculture)	prairie	native Kansas tallgrass prairie soil microbiome (pooled three KPBS sites)	-80°C	2 mm mesh	1	MinT_Kans_No_Gly_pool_10_Qexactive_22May15_Arwen_14-12-03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	not available	10	1	MinT_Kans_No_Gly_pool_10_Qexactive_22May15_Arwen_14-12-03.raw	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	MinT_Kans_No_Gly_pool
