source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_01	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_01	Sus scrofa	feces	not applicable	not available	Influenza_A_H1N1_induced_disturbance_of_the_respiratory_and_gastrointestinal_microbiome_-_a_multi-omics_characterization	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa	feces	not available	1	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_03	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_03	Sus scrofa	feces	not applicable	not available	Influenza_A_H1N1_induced_disturbance_of_the_respiratory_and_gastrointestinal_microbiome_-_a_multi-omics_characterization	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa	feces	not available	1	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_04	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_04	Sus scrofa	feces	not applicable	not available	Influenza_A_H1N1_induced_disturbance_of_the_respiratory_and_gastrointestinal_microbiome_-_a_multi-omics_characterization	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa	feces	not available	1	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_07	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_07	Sus scrofa	feces	not applicable	not available	Influenza_A_H1N1_induced_disturbance_of_the_respiratory_and_gastrointestinal_microbiome_-_a_multi-omics_characterization	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa	feces	not available	1	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_07	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_09	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_09	Sus scrofa	feces	not applicable	not available	Influenza_A_H1N1_induced_disturbance_of_the_respiratory_and_gastrointestinal_microbiome_-_a_multi-omics_characterization	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa	feces	not available	1	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	180809_OV3_P2_CHi_LG_Infektionsproteom_d4_7367_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_01	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_01	Sus scrofa	feces	not applicable	not available	Influenza_A_H1N1_induced_disturbance_of_the_respiratory_and_gastrointestinal_microbiome_-_a_multi-omics_characterization	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa	feces	not available	1	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_02	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_02	Sus scrofa	feces	not applicable	not available	Influenza_A_H1N1_induced_disturbance_of_the_respiratory_and_gastrointestinal_microbiome_-_a_multi-omics_characterization	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa	feces	not available	1	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_03	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_03	Sus scrofa	feces	not applicable	not available	Influenza_A_H1N1_induced_disturbance_of_the_respiratory_and_gastrointestinal_microbiome_-_a_multi-omics_characterization	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa	feces	not available	1	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_04	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_04	Sus scrofa	feces	not applicable	not available	Influenza_A_H1N1_induced_disturbance_of_the_respiratory_and_gastrointestinal_microbiome_-_a_multi-omics_characterization	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa	feces	not available	1	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_06	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_06	Sus scrofa	feces	not applicable	not available	Influenza_A_H1N1_induced_disturbance_of_the_respiratory_and_gastrointestinal_microbiome_-_a_multi-omics_characterization	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa	feces	not available	1	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_06	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	180810_OV3_P2_CHi_LG_Infektionsproteom_d4_7402_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
