source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20241012_colonic_content.rar	20241012_colonic_content.rar	Salinibacter ruber dsm 13855	Feces	not applicable	not available	Ultra-sensitive_metaproteomics_uMetaP_redefines_the_dark_metaproteome_enables_single-bacterium_resolution_and_discovers_hidden_functions_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Salinibacter ruber dsm 13855	Feces	not available	1	20241012_colonic_content.rar	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=isotope labeling;AC=PRIDE:0000310	NT=timsTOF Ultra;AC=MS:1003383	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20241012_colonic_content.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
EColi_DDA.rar	EColi_DDA.rar	Salinibacter ruber dsm 13855	Feces	not applicable	not available	Ultra-sensitive_metaproteomics_uMetaP_redefines_the_dark_metaproteome_enables_single-bacterium_resolution_and_discovers_hidden_functions_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Salinibacter ruber dsm 13855	Feces	not available	1	EColi_DDA.rar	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=isotope labeling;AC=PRIDE:0000310	NT=timsTOF Ultra;AC=MS:1003383	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	EColi_DDA.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Human_DDA.rar	Human_DDA.rar	Salinibacter ruber dsm 13855	Feces	not applicable	not available	Ultra-sensitive_metaproteomics_uMetaP_redefines_the_dark_metaproteome_enables_single-bacterium_resolution_and_discovers_hidden_functions_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Salinibacter ruber dsm 13855	Feces	not available	1	Human_DDA.rar	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=isotope labeling;AC=PRIDE:0000310	NT=timsTOF Ultra;AC=MS:1003383	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Human_DDA.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Human_K562_Multi-enzymes.rar	Human_K562_Multi-enzymes.rar	Salinibacter ruber dsm 13855	Feces	not applicable	not available	Ultra-sensitive_metaproteomics_uMetaP_redefines_the_dark_metaproteome_enables_single-bacterium_resolution_and_discovers_hidden_functions_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Salinibacter ruber dsm 13855	Feces	not available	1	Human_K562_Multi-enzymes.rar	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=isotope labeling;AC=PRIDE:0000310	NT=timsTOF Ultra;AC=MS:1003383	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Human_K562_Multi-enzymes.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
HYE_Benchmarking.rar	HYE_Benchmarking.rar	Salinibacter ruber dsm 13855	Feces	not applicable	not available	Ultra-sensitive_metaproteomics_uMetaP_redefines_the_dark_metaproteome_enables_single-bacterium_resolution_and_discovers_hidden_functions_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Salinibacter ruber dsm 13855	Feces	not available	1	HYE_Benchmarking.rar	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=isotope labeling;AC=PRIDE:0000310	NT=timsTOF Ultra;AC=MS:1003383	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	HYE_Benchmarking.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Pro100ng_DDA.rar	Pro100ng_DDA.rar	Salinibacter ruber dsm 13855	Feces	not applicable	not available	Ultra-sensitive_metaproteomics_uMetaP_redefines_the_dark_metaproteome_enables_single-bacterium_resolution_and_discovers_hidden_functions_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Salinibacter ruber dsm 13855	Feces	not available	1	Pro100ng_DDA.rar	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=isotope labeling;AC=PRIDE:0000310	NT=timsTOF Ultra;AC=MS:1003383	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pro100ng_DDA.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Pro20ng_DDA.rar	Pro20ng_DDA.rar	Salinibacter ruber dsm 13855	Feces	not applicable	not available	Ultra-sensitive_metaproteomics_uMetaP_redefines_the_dark_metaproteome_enables_single-bacterium_resolution_and_discovers_hidden_functions_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Salinibacter ruber dsm 13855	Feces	not available	1	Pro20ng_DDA.rar	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=isotope labeling;AC=PRIDE:0000310	NT=timsTOF Ultra;AC=MS:1003383	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pro20ng_DDA.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Pure_Bacteria_Peptide_Dilution.rar	Pure_Bacteria_Peptide_Dilution.rar	Salinibacter ruber dsm 13855	Feces	not applicable	not available	Ultra-sensitive_metaproteomics_uMetaP_redefines_the_dark_metaproteome_enables_single-bacterium_resolution_and_discovers_hidden_functions_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Salinibacter ruber dsm 13855	Feces	not available	1	Pure_Bacteria_Peptide_Dilution.rar	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=isotope labeling;AC=PRIDE:0000310	NT=timsTOF Ultra;AC=MS:1003383	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pure_Bacteria_Peptide_Dilution.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Spike-in_experiment.rar	Spike-in_experiment.rar	Salinibacter ruber dsm 13855	Feces	not applicable	not available	Ultra-sensitive_metaproteomics_uMetaP_redefines_the_dark_metaproteome_enables_single-bacterium_resolution_and_discovers_hidden_functions_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Salinibacter ruber dsm 13855	Feces	not available	1	Spike-in_experiment.rar	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=isotope labeling;AC=PRIDE:0000310	NT=timsTOF Ultra;AC=MS:1003383	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Spike-in_experiment.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Ultra20ng_DDA.rar	Ultra20ng_DDA.rar	Salinibacter ruber dsm 13855	Feces	not applicable	not available	Ultra-sensitive_metaproteomics_uMetaP_redefines_the_dark_metaproteome_enables_single-bacterium_resolution_and_discovers_hidden_functions_in_the_gut_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Salinibacter ruber dsm 13855	Feces	not available	1	Ultra20ng_DDA.rar	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=isotope labeling;AC=PRIDE:0000310	NT=timsTOF Ultra;AC=MS:1003383	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Ultra20ng_DDA.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
