source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
WT_Macrophages_1	Mus musculus	macrophage	macrophage	1	not available	not available	not available	not available	Proteomic analysis of WT macrophages that have phagocytosed SILAC-bacteria	proteomic profiling by mass spectrometry	1	jg181115_04.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=SILAC	1	NT=HCD	not available	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_Macrophages_2	Mus musculus	macrophage	macrophage	1	not available	not available	not available	not available	Proteomic analysis of WT macrophages that have phagocytosed SILAC-bacteria	proteomic profiling by mass spectrometry	2	jg181115_03.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=SILAC	2	NT=HCD	not available	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_Macrophages_3	Mus musculus	macrophage	macrophage	1	not available	not available	not available	not available	Proteomic analysis of WT macrophages that have phagocytosed SILAC-bacteria	proteomic profiling by mass spectrometry	3	jg181115_08.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=SILAC	3	NT=HCD	not available	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_Macrophages_4	Mus musculus	macrophage	macrophage	2	not available	not available	not available	not available	Proteomic analysis of WT macrophages that have phagocytosed SILAC-bacteria	proteomic profiling by mass spectrometry	1	jg181115_09.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=SILAC	1	NT=HCD	not available	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_Macrophages_5	Mus musculus	macrophage	macrophage	2	not available	not available	not available	not available	Proteomic analysis of WT macrophages that have phagocytosed SILAC-bacteria	proteomic profiling by mass spectrometry	2	jg181115_05.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=SILAC	2	NT=HCD	not available	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_Macrophages_6	Mus musculus	macrophage	macrophage	2	not available	not available	not available	not available	Proteomic analysis of WT macrophages that have phagocytosed SILAC-bacteria	proteomic profiling by mass spectrometry	3	jg181115_07.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=SILAC	3	NT=HCD	not available	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_Macrophages_7	Mus musculus	macrophage	macrophage	3	not available	not available	not available	not available	Proteomic analysis of WT macrophages that have phagocytosed SILAC-bacteria	proteomic profiling by mass spectrometry	1	jg181115_01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=SILAC	1	NT=HCD	not available	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_Macrophages_8	Mus musculus	macrophage	macrophage	3	not available	not available	not available	not available	Proteomic analysis of WT macrophages that have phagocytosed SILAC-bacteria	proteomic profiling by mass spectrometry	2	jg181115_02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=SILAC	2	NT=HCD	not available	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_Macrophages_9	Mus musculus	macrophage	macrophage	3	not available	not available	not available	not available	Proteomic analysis of WT macrophages that have phagocytosed SILAC-bacteria	proteomic profiling by mass spectrometry	3	jg181115_06.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=SILAC	3	NT=HCD	not available	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
