source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20190309_SAA1	20190309_SAA1	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190309_SAA1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190309_SAA1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190309_SAA2	20190309_SAA2	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190309_SAA2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190309_SAA2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190309_SAA3	20190309_SAA3	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190309_SAA3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190309_SAA3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190309_SAA4	20190309_SAA4	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190309_SAA4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190309_SAA4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190309_SAA5	20190309_SAA5	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190309_SAA5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190309_SAA5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190309_SAA6	20190309_SAA6	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190309_SAA6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190309_SAA6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190309_SAA7	20190309_SAA7	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190309_SAA7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190309_SAA7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190309_SAA8	20190309_SAA8	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190309_SAA8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190309_SAA8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190309_SAA9	20190309_SAA9	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190309_SAA9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190309_SAA9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190309_SRA_10	20190309_SRA_10	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190309_SRA_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190309_SRA_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190311_SRA_1	20190311_SRA_1	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190311_SRA_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190311_SRA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190311_SRA_2	20190311_SRA_2	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190311_SRA_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190311_SRA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190311_SRA_3	20190311_SRA_3	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190311_SRA_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190311_SRA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190311_SRA_4	20190311_SRA_4	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190311_SRA_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190311_SRA_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190311_SRA_5	20190311_SRA_5	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190311_SRA_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190311_SRA_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190311_SRA_6	20190311_SRA_6	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190311_SRA_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190311_SRA_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20190311_SRA_7	20190311_SRA_7	Microbial eukaryotic metagenome	not available	not applicable	not available	Integrative_multi-omics_investigation_of_microbes_responsible_for_methne_emission_from_cows_fed_either_an_ad_lib_or_restricted_diet	not available	not available	not available	not available	not available	not available	1	20190311_SRA_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20190311_SRA_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
