source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[material type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240128zengl_ml_30min_iDIA_QCML_500ng_20240102ML	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	39	A20240128zengl_ml_30min_iDIA_QCML_500ng_20240102ML.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240130zengl_ml_30min_iDIA_QCML_500ng_20240102ML	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	40	A20240130zengl_ml_30min_iDIA_QCML_500ng_20240102ML.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240203zengl_ml_30min_iDIA_QCML_500ng_20240125ML	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	41	A20240203zengl_ml_30min_iDIA_QCML_500ng_20240125ML.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240204zengl_ml_30min_iDIA_QCML_500ng_20240125ML	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	42	A20240204zengl_ml_30min_iDIA_QCML_500ng_20240125ML.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240205zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	43	A20240205zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240208zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	44	A20240208zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240210zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	45	A20240210zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240212zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	46	A20240212zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240212zengl_ml_30min_iDIA_QCML_500ng_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	47	A20240212zengl_ml_30min_iDIA_QCML_500ng_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240212zengl_ml_30min_iDIA_QCML_500ng_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	48	A20240212zengl_ml_30min_iDIA_QCML_500ng_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240214zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	49	A20240214zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240216zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	50	A20240216zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240219zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	51	A20240219zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240222zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	52	A20240222zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240224zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	53	A20240224zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240226zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	54	A20240226zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240228zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	55	A20240228zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240302zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	56	A20240302zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240304zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	57	A20240304zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240307zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	58	A20240307zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240310zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	59	A20240310zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240313zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	60	A20240313zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240315zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	61	A20240315zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240317zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	62	A20240317zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240318zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	63	A20240318zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240320zengl_ml_30min_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	64	A20240320zengl_ml_30min_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240321zengl_ml_30min_newcolumn_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	65	A20240321zengl_ml_30min_newcolumn_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240321zengl_ml_30min_newcolumn_iDIA_QCML_500ng_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	66	A20240321zengl_ml_30min_newcolumn_iDIA_QCML_500ng_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240322zengl_ml_30min_newcolumn_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	67	A20240322zengl_ml_30min_newcolumn_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240327zengl_ml_30min_newcolumn_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	68	A20240327zengl_ml_30min_newcolumn_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240327zengl_ml_30min_newcolumn_iDIA_QCML_500ng_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	69	A20240327zengl_ml_30min_newcolumn_iDIA_QCML_500ng_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240327zengl_ml_30min_newcolumn_iDIA_QCML_500ng_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	70	A20240327zengl_ml_30min_newcolumn_iDIA_QCML_500ng_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240327zengl_ml_30min_newcolumn_iDIA_QCML_500ng_4_20240327183323	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	71	A20240327zengl_ml_30min_newcolumn_iDIA_QCML_500ng_4_20240327183323.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240327zengl_ml_30min_newcolumn_iDIA_QCML_500ng_6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	72	A20240327zengl_ml_30min_newcolumn_iDIA_QCML_500ng_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240327zengl_ml_30min_newcolumn_iDIA_QCML_500ng_7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	73	A20240327zengl_ml_30min_newcolumn_iDIA_QCML_500ng_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240328zengl_ml_30min_newcolumn_iDIA_QCML_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	74	A20240328zengl_ml_30min_newcolumn_iDIA_QCML_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240330zengl_ml_30min_newcolumn_iDIA_QCML_500ng_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	75	A20240330zengl_ml_30min_newcolumn_iDIA_QCML_500ng_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240330zengl_ml_30min_newcolumn_iDIA_QCML_500ng_20240330195010	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	76	A20240330zengl_ml_30min_newcolumn_iDIA_QCML_500ng_20240330195010.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240330zengl_ml_30min_newcolumn_iDIA_QCML_500ng_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	77	A20240330zengl_ml_30min_newcolumn_iDIA_QCML_500ng_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
QCML pooled mouse liver digest	Mus musculus	liver	not available	tissue	1	not available	C57BL/6J	not available	A20240330zengl_ml_30min_newcolumn_iDIA_QCML_500ng_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	78	A20240330zengl_ml_30min_newcolumn_iDIA_QCML_500ng_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
