source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
161010_ft_SYN9311_13	161010_ft_SYN9311_13	Synechococcus sp.	sea water	not applicable	not available	Membrane_Proteomics_Reveal_Contrasting_Adaptation_Strategies_For_Marine_Cyanobacteria	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	161010_ft_SYN9311_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	161010_ft_SYN9311_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
161010_ft_SYN9311_21	161010_ft_SYN9311_21	Synechococcus sp.	sea water	not applicable	not available	Membrane_Proteomics_Reveal_Contrasting_Adaptation_Strategies_For_Marine_Cyanobacteria	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	161010_ft_SYN9311_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	161010_ft_SYN9311_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
161010_ft_SYN9311_22	161010_ft_SYN9311_22	Synechococcus sp.	sea water	not applicable	not available	Membrane_Proteomics_Reveal_Contrasting_Adaptation_Strategies_For_Marine_Cyanobacteria	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	161010_ft_SYN9311_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	161010_ft_SYN9311_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
161010_ft_SYN9311_23	161010_ft_SYN9311_23	Synechococcus sp.	sea water	not applicable	not available	Membrane_Proteomics_Reveal_Contrasting_Adaptation_Strategies_For_Marine_Cyanobacteria	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	161010_ft_SYN9311_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	161010_ft_SYN9311_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
161010_ft_SYN9311_24	161010_ft_SYN9311_24	Synechococcus sp.	sea water	not applicable	not available	Membrane_Proteomics_Reveal_Contrasting_Adaptation_Strategies_For_Marine_Cyanobacteria	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	161010_ft_SYN9311_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	161010_ft_SYN9311_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
161010_ft_SYN9311_25	161010_ft_SYN9311_25	Synechococcus sp.	sea water	not applicable	not available	Membrane_Proteomics_Reveal_Contrasting_Adaptation_Strategies_For_Marine_Cyanobacteria	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	161010_ft_SYN9311_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	161010_ft_SYN9311_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
161010_ft_SYN9311_27	161010_ft_SYN9311_27	Synechococcus sp.	sea water	not applicable	not available	Membrane_Proteomics_Reveal_Contrasting_Adaptation_Strategies_For_Marine_Cyanobacteria	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	161010_ft_SYN9311_27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	161010_ft_SYN9311_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
161010_ft_SYN9311_28	161010_ft_SYN9311_28	Synechococcus sp.	sea water	not applicable	not available	Membrane_Proteomics_Reveal_Contrasting_Adaptation_Strategies_For_Marine_Cyanobacteria	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	161010_ft_SYN9311_28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	161010_ft_SYN9311_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
161010_ft_SYN9311_30.raw.byspec2	161010_ft_SYN9311_30.raw.byspec2	Synechococcus sp.	sea water	not applicable	not available	Membrane_Proteomics_Reveal_Contrasting_Adaptation_Strategies_For_Marine_Cyanobacteria	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	161010_ft_SYN9311_30.raw.byspec2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	161010_ft_SYN9311_30.raw.byspec2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
161010_ft_SYN9605_04	161010_ft_SYN9605_04	Synechococcus sp.	sea water	not applicable	not available	Membrane_Proteomics_Reveal_Contrasting_Adaptation_Strategies_For_Marine_Cyanobacteria	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	161010_ft_SYN9605_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	161010_ft_SYN9605_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
