source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
MPS_velos_H1	MPS_velos_H1	soil metagenome	soil	not applicable	not available	Metaproteomics_analyses_of_three_chronically_petroleum-polluted_sites	soil	soil	not available	not available	not available	not available	soil microbiome	1	MPS_velos_H1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=collision-induced dissociation;AC=MS:1000133	1	1	MPS_velos_H1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MPS_velos_H10	MPS_velos_H10	soil metagenome	soil	not applicable	not available	Metaproteomics_analyses_of_three_chronically_petroleum-polluted_sites	soil	soil	not available	not available	not available	not available	soil microbiome	1	MPS_velos_H10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=collision-induced dissociation;AC=MS:1000133	1	1	MPS_velos_H10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MPS_velos_H2	MPS_velos_H2	soil metagenome	soil	not applicable	not available	Metaproteomics_analyses_of_three_chronically_petroleum-polluted_sites	soil	soil	not available	not available	not available	not available	soil microbiome	1	MPS_velos_H2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=collision-induced dissociation;AC=MS:1000133	1	1	MPS_velos_H2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MPS_velos_H3	MPS_velos_H3	soil metagenome	soil	not applicable	not available	Metaproteomics_analyses_of_three_chronically_petroleum-polluted_sites	soil	soil	not available	not available	not available	not available	soil microbiome	1	MPS_velos_H3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=collision-induced dissociation;AC=MS:1000133	1	1	MPS_velos_H3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MPS_velos_H4	MPS_velos_H4	soil metagenome	soil	not applicable	not available	Metaproteomics_analyses_of_three_chronically_petroleum-polluted_sites	soil	soil	not available	not available	not available	not available	soil microbiome	1	MPS_velos_H4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=collision-induced dissociation;AC=MS:1000133	1	1	MPS_velos_H4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MPS_velos_H5	MPS_velos_H5	soil metagenome	soil	not applicable	not available	Metaproteomics_analyses_of_three_chronically_petroleum-polluted_sites	soil	soil	not available	not available	not available	not available	soil microbiome	1	MPS_velos_H5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=collision-induced dissociation;AC=MS:1000133	1	1	MPS_velos_H5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MPS_velos_H6	MPS_velos_H6	soil metagenome	soil	not applicable	not available	Metaproteomics_analyses_of_three_chronically_petroleum-polluted_sites	soil	soil	not available	not available	not available	not available	soil microbiome	1	MPS_velos_H6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=collision-induced dissociation;AC=MS:1000133	1	1	MPS_velos_H6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MPS_velos_H7	MPS_velos_H7	soil metagenome	soil	not applicable	not available	Metaproteomics_analyses_of_three_chronically_petroleum-polluted_sites	soil	soil	not available	not available	not available	not available	soil microbiome	1	MPS_velos_H7	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=collision-induced dissociation;AC=MS:1000133	1	1	MPS_velos_H7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MPS_velos_H8	MPS_velos_H8	soil metagenome	soil	not applicable	not available	Metaproteomics_analyses_of_three_chronically_petroleum-polluted_sites	soil	soil	not available	not available	not available	not available	soil microbiome	1	MPS_velos_H8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=collision-induced dissociation;AC=MS:1000133	1	1	MPS_velos_H8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MPS_velos_H9	MPS_velos_H9	soil metagenome	soil	not applicable	not available	Metaproteomics_analyses_of_three_chronically_petroleum-polluted_sites	soil	soil	not available	not available	not available	not available	soil microbiome	1	MPS_velos_H9	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=collision-induced dissociation;AC=MS:1000133	1	1	MPS_velos_H9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
