source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
2014_06_19_Andreia_F01	2014_06_19_Andreia_F01	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_1	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F02	2014_06_19_Andreia_F02	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_1	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F03	2014_06_19_Andreia_F03	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_1	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F04	2014_06_19_Andreia_F04	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_1	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F05	2014_06_19_Andreia_F05	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_1	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F05	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F05.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F06	2014_06_19_Andreia_F06	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_1	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F06	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F06.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F07	2014_06_19_Andreia_F07	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_1	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F07	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F07.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F08	2014_06_19_Andreia_F08	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_1	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F08	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F08.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F09	2014_06_19_Andreia_F09	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_1	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F09.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F10	2014_06_19_Andreia_F10	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_1	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
