source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
Batch3_RA14LiverMetr1-18	Homo sapiens	not available	not applicable	not available	1	Batch3_RA14LiverMetr1-18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	Batch3_RA14LiverMetr1-18.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000238/Batch3_RA14LiverMetr1-18.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Batch3_RA45LiverMetr2-22	Homo sapiens	not available	not applicable	not available	1	Batch3_RA45LiverMetr2-22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	Batch3_RA45LiverMetr2-22.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000238/Batch3_RA45LiverMetr2-22.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Batch2_BS88112Cancerr1-11	Homo sapiens	not available	not applicable	not available	1	Batch2_BS88112Cancerr1-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	Batch2_BS88112Cancerr1-11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000238/Batch2_BS88112Cancerr1-11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Batch2_83197Liverr2-32	Homo sapiens	not available	not applicable	not available	1	Batch2_83197Liverr2-32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	Batch2_83197Liverr2-32.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000238/Batch2_83197Liverr2-32.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Batch1_BS86715PMBenginr2-10	Homo sapiens	not available	not applicable	not available	1	Batch1_BS86715PMBenginr2-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	Batch1_BS86715PMBenginr2-10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000238/Batch1_BS86715PMBenginr2-10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Batch3_RA53LtLungMetr2-29	Homo sapiens	not available	not applicable	not available	1	Batch3_RA53LtLungMetr2-29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	Batch3_RA53LtLungMetr2-29.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000238/Batch3_RA53LtLungMetr2-29.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Batch1_BS86588Benignr2-8	Homo sapiens	not available	not applicable	not available	1	Batch1_BS86588Benignr2-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	Batch1_BS86588Benignr2-8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000238/Batch1_BS86588Benignr2-8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Batch2_22Rv1r1-1	Homo sapiens	not available	not applicable	not available	1	Batch2_22Rv1r1-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	Batch2_22Rv1r1-1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000238/Batch2_22Rv1r1-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Batch3_RA41DuraMetr1-10	Homo sapiens	not available	not applicable	not available	1	Batch3_RA41DuraMetr1-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	Batch3_RA41DuraMetr1-10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000238/Batch3_RA41DuraMetr1-10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Batch3_RA53LtLungMetr1-12	Homo sapiens	not available	not applicable	not available	1	Batch3_RA53LtLungMetr1-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	Batch3_RA53LtLungMetr1-12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/11/PXD000238/Batch3_RA53LtLungMetr1-12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
