source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]
BBM_197_P117_04_MIA_012	Eggerthella phage p3	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	BBM_197_P117_04_MIA_012.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
BBM_197_P117_04_MIA_004_R2	Eggerthella phage p3	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	2	BBM_197_P117_04_MIA_004_R2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
BBM_197_P117_04_MIA_011	Eggerthella phage p3	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	BBM_197_P117_04_MIA_011.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
BBM_202_P117_04_MIA_012	Eggerthella phage p3	not available	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	BBM_202_P117_04_MIA_012.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
BBM_202_P117_04_MIA_004	Eggerthella phage p3	not available	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	BBM_202_P117_04_MIA_004.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
BBM_197_P117_04_MIA_003_R2	Eggerthella phage p3	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	2	BBM_197_P117_04_MIA_003_R2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
BBM_197_P117_04_MIA_020	Eggerthella phage p3	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	BBM_197_P117_04_MIA_020.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
BBM_202_P117_04_MIA_005	Eggerthella phage p3	not available	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	BBM_202_P117_04_MIA_005.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
BBM_202_P117_04_MIA_011	Eggerthella phage p3	not available	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	BBM_202_P117_04_MIA_011.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
BBM_197_P117_04_MIA_001_R2	Eggerthella phage p3	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	2	BBM_197_P117_04_MIA_001_R2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
