source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[material type]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[culture medium]	characteristics[genetic modification]	characteristics[genotype]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]
Mikkel_09	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	not applicable	wild type	wild type	9	run 23	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	Mikkel_09_Shotgun_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	wild type
Mikkel_09	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	not applicable	wild type	wild type	9	run 24	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	Mikkel_09_Shotgun_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	wild type
Mikkel_10	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	not applicable	wild type	wild type	10	run 25	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	Mikkel_10_Shotgun_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	wild type
Mikkel_10	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	not applicable	wild type	wild type	10	run 26	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	Mikkel_10_Shotgun_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	wild type
Mikkel_10	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	not applicable	wild type	wild type	10	run 27	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	Mikkel_10_Shotgun_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	wild type
Mikkel_11	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	not applicable	wild type	wild type	11	run 28	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	Mikkel_11_Shotgun_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	wild type
Mikkel_11	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	not applicable	wild type	wild type	11	run 29	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	Mikkel_11_Shotgun_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	wild type
Mikkel_11	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	not applicable	wild type	wild type	11	run 30	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	Mikkel_11_Shotgun_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	wild type
Mikkel_12	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	12	run 31	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	Mikkel_12_Shotgun_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_12	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	12	run 32	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	Mikkel_12_Shotgun_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_12	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	12	run 33	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	Mikkel_12_Shotgun_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_13	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	13	run 34	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	Mikkel_13_Shotgun_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_13	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	13	run 35	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	Mikkel_13_Shotgun_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_13	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	13	run 36	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	Mikkel_13_Shotgun_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_14	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	14	run 37	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	Mikkel_14_Shotgun_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_14	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	14	run 38	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	Mikkel_14_Shotgun_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_14	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	14	run 39	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	Mikkel_14_Shotgun_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_15	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	15	run 40	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	Mikkel_15_Shotgun_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_15	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	15	run 41	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	Mikkel_15_Shotgun_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_15	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	15	run 42	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	Mikkel_15_Shotgun_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_16	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	16	run 43	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	Mikkel_16_Shotgun_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_16	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	16	run 44	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	Mikkel_16_Shotgun_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
Mikkel_16	Homo sapiens	prostate gland	epithelial cell	prostate carcinoma	LNCaP clone FGC	CVCL_1379	LNCaP clone FGC	left supraclavicular lymph node	tissue	50Y	male	not available	adult	Roswell Park Memorial Institute 1640 Medium	gene knock out	OR51E2 knockout	OR51E2 knockout	16	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	0.5 Da	10 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	Mikkel_16_Shotgun_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	OR51E2 knockout
