source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[passage number]	characteristics[sample type]	characteristics[spiked compound]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dia method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[ms min mz]	comment[ms max mz]	comment[ms min im]	comment[ms max im]	comment[elution conditions]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]	factor value[mixture]	factor value[quantification method]
HL-60_50ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	not applicable	1	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_44m_rep1_B9_1_5036	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	7	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_44m_rep1_B9_1_5036.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	HS_50ng (50 ng human)	spike-in SILAC
HL-60_spikein_100ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	not applicable	1	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_44m_rep2_B10_1_5037	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	4	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_44m_rep2_B10_1_5037.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	spike-in reference	spike-in SILAC
HL-60_50ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	not applicable	1	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_44m_rep2_B10_1_5037	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	8	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_44m_rep2_B10_1_5037.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	HS_50ng (50 ng human)	spike-in SILAC
HL-60_Ecoli_spikein_bulk_2x	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=100 ng	1	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_1_5095	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	1	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_1_5095.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	spike-in reference	spike-in SILAC
HL-60_Ecoli_S1_bulk	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=1 ng	1	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_1_5095	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	5	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_1_5095.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	S1 (50 ng human + 1 ng E. coli)	spike-in SILAC
HL-60_Ecoli_spikein_bulk_2x	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=100 ng	1	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_2_5096	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	2	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_2_5096.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	spike-in reference	spike-in SILAC
HL-60_Ecoli_S1_bulk	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=1 ng	1	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_2_5096	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	6	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_2_5096.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	S1 (50 ng human + 1 ng E. coli)	spike-in SILAC
HL-60_Ecoli_spikein_bulk_2x	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=100 ng	1	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_3_5097	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	3	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_3_5097.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	spike-in reference	spike-in SILAC
HL-60_Ecoli_S1_bulk	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=1 ng	1	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_3_5097	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	7	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_3_5097.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	S1 (50 ng human + 1 ng E. coli)	spike-in SILAC
HL-60_Ecoli_spikein_bulk_2x	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=100 ng	1	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_4_5098	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	4	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_4_5098.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	spike-in reference	spike-in SILAC
HL-60_Ecoli_S1_bulk	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=1 ng	1	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_4_5098	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	8	Popeye_20231030_MGE_HStdia_S1_SI_2x_D9_4_5098.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	S1 (50 ng human + 1 ng E. coli)	spike-in SILAC
HL-60_Ecoli_spikein_bulk_2x	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=100 ng	1	Popeye_20231030_MGE_HStdia_S2_SI_2x_D8_1_5091	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	5	Popeye_20231030_MGE_HStdia_S2_SI_2x_D8_1_5091.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	spike-in reference	spike-in SILAC
HL-60_Ecoli_S2_bulk	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=10 ng	1	Popeye_20231030_MGE_HStdia_S2_SI_2x_D8_1_5091	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	5	Popeye_20231030_MGE_HStdia_S2_SI_2x_D8_1_5091.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	S2 (50 ng human + 10 ng E. coli)	spike-in SILAC
HL-60_Ecoli_spikein_bulk_2x	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=100 ng	1	Popeye_20231030_MGE_HStdia_S2_SI_2x_D8_2_5092	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	6	Popeye_20231030_MGE_HStdia_S2_SI_2x_D8_2_5092.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	spike-in reference	spike-in SILAC
HL-60_Ecoli_S2_bulk	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=10 ng	1	Popeye_20231030_MGE_HStdia_S2_SI_2x_D8_2_5092	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	6	Popeye_20231030_MGE_HStdia_S2_SI_2x_D8_2_5092.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	S2 (50 ng human + 10 ng E. coli)	spike-in SILAC
HL-60_Ecoli_spikein_bulk_2x	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	CT=protein mixture;SP=Escherichia coli;CN=Escherichia coli strain AT713;QY=100 ng	1	Popeye_20231030_MGE_HStdia_S2_SI_2x_D8_3_5093	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	7	Popeye_20231030_MGE_HStdia_S2_SI_2x_D8_3_5093.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	mixed-species bulk	spike-in reference	spike-in SILAC
