source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
wheat_root_sample56	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 21	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	28-56_Slot1-28_1_3789.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample6	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 22	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	29-6_Slot1-29_1_3790.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample19	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 23	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	3-19_Slot1-3_1_3764.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample12	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 24	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	30-12_Slot1-30_1_3791.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample26	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 25	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	31-26_Slot1-19_1_3850.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample51	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 26	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	32-51_Slot1-32_1_3806.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample20	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 27	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	33-20_Slot1-33_1_3807.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample45	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 28	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	34-45_Slot1-34_1_3808.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample61	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 29	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	35-61_Slot1-35_1_3810.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample37	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 30	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	36-37_Slot1-36_1_3811.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample40	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 31	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	37-40_Slot1-37_1_3812.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample3	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 32	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	38-3_Slot1-38_1_3813.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample39	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 33	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	39-39_Slot1-39_1_3814.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample62	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 34	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	4-62_Slot1-4_1_3765.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample13	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 35	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	40-13_Slot1-40_1_3815.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample24	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 36	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	41-24_Slot1-41_1_3816.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample28	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 37	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	42-28_Slot1-42_1_3817.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample11	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 38	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	43-11_Slot1-43_1_3818.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample42	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 39	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	44-42_Slot1-44_1_3819.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample15	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 40	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	45-15_Slot1-45_1_3820.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample33	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 41	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	46-33_Slot1-46_1_3821.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample49	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 42	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	47-49_Slot1-47_1_3822.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
wheat_root_sample63	Triticum aestivum	root	not available	normal	seedling development stage	Kazanskaya Yubileinaya	hydroponic distilled water, 4 d, 22C, 12h light/dark, 150 umol m-2 s-1	not available	tissue	study sample	not available	1	run 43	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Nitrosyl;AC=UNIMOD:275;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	not available	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	48-63_Slot1-48_1_3823.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	root
