source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[individual]	characteristics[culture medium]	characteristics[passage number]	characteristics[treatment]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[genetic modification]	characteristics[genotype]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]
HEK293_DNMT3A_S7A_R1	Homo sapiens	kidney	HEK293	CVCL_0045	HEK293	not available	normal	cell line	not available	female	not available	not available	not available	Dulbecco's Modified Eagle Medium	not available	not applicable	not applicable	not applicable	not applicable	overexpression	DNMT3A S7A mutant overexpression	not applicable	not applicable	1	run_20162902_QEp4_FrSa_HEK_Dnmt_SA_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	proteome-HEK293-DNMT3A	1	1	20162902_QEp4_FrSa_HEK_Dnmt_SA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	DNMT3A S7A mutant overexpression
HEK293_DNMT3A_S7A_R2	Homo sapiens	kidney	HEK293	CVCL_0045	HEK293	not available	normal	cell line	not available	female	not available	not available	not available	Dulbecco's Modified Eagle Medium	not available	not applicable	not applicable	not applicable	not applicable	overexpression	DNMT3A S7A mutant overexpression	not applicable	not applicable	2	run_20162902_QEp4_FrSa_HEK_Dnmt_SA_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	proteome-HEK293-DNMT3A	1	1	20162902_QEp4_FrSa_HEK_Dnmt_SA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	DNMT3A S7A mutant overexpression
HEK293_DNMT3A_S7A_R3	Homo sapiens	kidney	HEK293	CVCL_0045	HEK293	not available	normal	cell line	not available	female	not available	not available	not available	Dulbecco's Modified Eagle Medium	not available	not applicable	not applicable	not applicable	not applicable	overexpression	DNMT3A S7A mutant overexpression	not applicable	not applicable	3	run_20162902_QEp4_FrSa_HEK_Dnmt_SA_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	proteome-HEK293-DNMT3A	1	1	20162902_QEp4_FrSa_HEK_Dnmt_SA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	DNMT3A S7A mutant overexpression
HEK293_DNMT3A_WT_R1	Homo sapiens	kidney	HEK293	CVCL_0045	HEK293	not available	normal	cell line	not available	female	not available	not available	not available	Dulbecco's Modified Eagle Medium	not available	not applicable	not applicable	not applicable	not applicable	overexpression	DNMT3A wild-type overexpression	not applicable	not applicable	1	run_20162902_QEp4_FrSa_HEK_Dnmt_WT_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	proteome-HEK293-DNMT3A	1	1	20162902_QEp4_FrSa_HEK_Dnmt_WT_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	DNMT3A wild-type overexpression
HEK293_DNMT3A_WT_R2	Homo sapiens	kidney	HEK293	CVCL_0045	HEK293	not available	normal	cell line	not available	female	not available	not available	not available	Dulbecco's Modified Eagle Medium	not available	not applicable	not applicable	not applicable	not applicable	overexpression	DNMT3A wild-type overexpression	not applicable	not applicable	2	run_20162902_QEp4_FrSa_HEK_Dnmt_WT_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	proteome-HEK293-DNMT3A	1	1	20162902_QEp4_FrSa_HEK_Dnmt_WT_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	DNMT3A wild-type overexpression
HEK293_DNMT3A_WT_R3	Homo sapiens	kidney	HEK293	CVCL_0045	HEK293	not available	normal	cell line	not available	female	not available	not available	not available	Dulbecco's Modified Eagle Medium	not available	not applicable	not applicable	not applicable	not applicable	overexpression	DNMT3A wild-type overexpression	not applicable	not applicable	3	run_20162902_QEp4_FrSa_HEK_Dnmt_WT_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	proteome-HEK293-DNMT3A	1	1	20162902_QEp4_FrSa_HEK_Dnmt_WT_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	DNMT3A wild-type overexpression
HEK293_DNMT3A_control_R1	Homo sapiens	kidney	HEK293	CVCL_0045	HEK293	not available	normal	cell line	not available	female	not available	not available	not available	Dulbecco's Modified Eagle Medium	not available	not applicable	not applicable	not applicable	not applicable	not applicable	wild type	not applicable	not applicable	1	run_20162902_QEp4_FrSa_HEK_Dnmt_NT_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	proteome-HEK293-DNMT3A	1	1	20162902_QEp4_FrSa_HEK_Dnmt_NT_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	wild type
HEK293_DNMT3A_control_R2	Homo sapiens	kidney	HEK293	CVCL_0045	HEK293	not available	normal	cell line	not available	female	not available	not available	not available	Dulbecco's Modified Eagle Medium	not available	not applicable	not applicable	not applicable	not applicable	not applicable	wild type	not applicable	not applicable	2	run_20162902_QEp4_FrSa_HEK_Dnmt_NT_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	proteome-HEK293-DNMT3A	1	1	20162902_QEp4_FrSa_HEK_Dnmt_NT_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	wild type
HEK293_DNMT3A_control_R3	Homo sapiens	kidney	HEK293	CVCL_0045	HEK293	not available	normal	cell line	not available	female	not available	not available	not available	Dulbecco's Modified Eagle Medium	not available	not applicable	not applicable	not applicable	not applicable	not applicable	wild type	not applicable	not applicable	3	run_20162902_QEp4_FrSa_HEK_Dnmt_NT_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	proteome-HEK293-DNMT3A	1	1	20162902_QEp4_FrSa_HEK_Dnmt_NT_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	wild type
