source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[treatment]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
MouseIslet_ReferenceProteome_R1	Mus musculus	islet of Langerhans	not applicable	normal	tissue	adult	not available	not available	not applicable	not applicable	not applicable	1	run_20140610_QEp4_FrSa_SA_IsletMice_1_1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-islet-reference	1	1	20140610_QEp4_FrSa_SA_IsletMice_1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
MouseIslet_ReferenceProteome_R1	Mus musculus	islet of Langerhans	not applicable	normal	tissue	adult	not available	not available	not applicable	not applicable	not applicable	1	run_20140610_QEp4_FrSa_SA_IsletMice_1_2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-islet-reference	1	2	20140610_QEp4_FrSa_SA_IsletMice_1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
MouseIslet_ReferenceProteome_R1	Mus musculus	islet of Langerhans	not applicable	normal	tissue	adult	not available	not available	not applicable	not applicable	not applicable	1	run_20140610_QEp4_FrSa_SA_IsletMice_1_3	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-islet-reference	1	3	20140610_QEp4_FrSa_SA_IsletMice_1_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
MouseIslet_ReferenceProteome_R2	Mus musculus	islet of Langerhans	not applicable	normal	tissue	adult	not available	not available	not applicable	not applicable	not applicable	2	run_20140610_QEp4_FrSa_SA_IsletMice_2_1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-islet-reference	1	1	20140610_QEp4_FrSa_SA_IsletMice_2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
MouseIslet_ReferenceProteome_R2	Mus musculus	islet of Langerhans	not applicable	normal	tissue	adult	not available	not available	not applicable	not applicable	not applicable	2	run_20140610_QEp4_FrSa_SA_IsletMice_2_2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-islet-reference	1	2	20140610_QEp4_FrSa_SA_IsletMice_2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
MouseIslet_ReferenceProteome_R2	Mus musculus	islet of Langerhans	not applicable	normal	tissue	adult	not available	not available	not applicable	not applicable	not applicable	2	run_20140610_QEp4_FrSa_SA_IsletMice_2_3	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-islet-reference	1	3	20140610_QEp4_FrSa_SA_IsletMice_2_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
MouseIslet_ReferenceProteome_R3	Mus musculus	islet of Langerhans	not applicable	normal	tissue	adult	not available	not available	not applicable	not applicable	not applicable	3	run_20140610_QEp4_FrSa_SA_IsletMice_3_1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-islet-reference	1	1	20140610_QEp4_FrSa_SA_IsletMice_3_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
MouseIslet_ReferenceProteome_R3	Mus musculus	islet of Langerhans	not applicable	normal	tissue	adult	not available	not available	not applicable	not applicable	not applicable	3	run_20140610_QEp4_FrSa_SA_IsletMice_3_2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-islet-reference	1	2	20140610_QEp4_FrSa_SA_IsletMice_3_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
MouseIslet_ReferenceProteome_R3	Mus musculus	islet of Langerhans	not applicable	normal	tissue	adult	not available	not available	not applicable	not applicable	not applicable	3	run_20140610_QEp4_FrSa_SA_IsletMice_3_3	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-islet-reference	1	3	20140610_QEp4_FrSa_SA_IsletMice_3_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
